video_id,participant,duration_seconds,duration_source,source_url,youtube_url,md5,size_bytes
P01-20240203-132119,P01,1125.133333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-132119.mp4,https://youtu.be/PenWS6LTzDU,19f79800a40d7d9efa804902fc366153,
P01-20240203-135502,P01,2520.0,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-135502.mp4,https://youtu.be/xR7ypKh8GUg,d8f291feffe7cca88f507398202e8fff,
P01-20240203-150506,P01,708.7,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-150506.mp4,https://youtu.be/pgKE1TA8yKM,9eac803f64cf96c9fe5bf61952ef8a41,
P01-20240203-152323,P01,139.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-152323.mp4,https://youtu.be/_iElNa-jFDE,938ed663441235aaa669c61ae9153ae9,
P01-20240203-152956,P01,176.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-152956.mp4,https://youtu.be/kRWcAuVKtqc,1b097df6ac3ca69d8786db6e927b0115,
P01-20240203-161757,P01,241.433333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-161757.mp4,https://youtu.be/wC7ZmDtzrl4,8e5cb82f23605df6ea65f509f0dd6057,
P01-20240203-184045,P01,52.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-184045.mp4,https://youtu.be/5nW8ksVP5yE,ad322e2a651638b1217da16909fc759d,
P01-20240203-184214,P01,1328.7,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240203-184214.mp4,https://youtu.be/VFn2ir7RtAw,beb49e4c10cee39c88853892b4623c64,
P01-20240204-095114,P01,165.533333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-095114.mp4,https://youtu.be/rSLV5Qx9l9s,86282cc1db0a576d91c1a6d694cd138d,
P01-20240204-120411,P01,234.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-120411.mp4,https://youtu.be/ora_fTZr00A,38dd0356bc05accc2027da2170bc7884,
P01-20240204-121042,P01,1525.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-121042.mp4,https://youtu.be/7JqcpAM4EXU,43cb3ca56c10f7c09f220913e6fe9702,
P01-20240204-124504,P01,88.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-124504.mp4,https://youtu.be/1PDw8lZvUpY,0f67dc87609f0a24720cb7ff68d279bb,
P01-20240204-130448,P01,509.233333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-130448.mp4,https://youtu.be/06EGRDGFB64,0a33943cba292d44171da1f79b903cc2,
P01-20240204-142301,P01,1859.7,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-142301.mp4,https://youtu.be/09xxxPUCdUc,67195d3b45421120d325e9ec35363bf5,
P01-20240204-145458,P01,1088.533333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-145458.mp4,https://youtu.be/dVGiDRrddg4,3d498fab336747cf6f689514c8d56634,
P01-20240204-152537,P01,445.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-152537.mp4,https://youtu.be/0wakJgxehI4,a72e2494608f08fb89c6b830a0284604,
P01-20240204-160230,P01,132.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P01/P01-20240204-160230.mp4,https://youtu.be/qtPElCGYMHo,7ffe066ecde8f6feb3b9630de20a7b7e,
P02-20240209-184316,P02,1787.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240209-184316.mp4,https://youtu.be/ClT-r2qMfDQ,6f6bac80805510bdad3cc1046eca076e,
P02-20240209-194141,P02,924.466667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240209-194141.mp4,https://youtu.be/QLMFiW0bm1Q,19ae25134147e5df644b24acea6bc854,
P02-20240209-231412,P02,32.3,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240209-231412.mp4,https://youtu.be/UYaRHCakTsU,138b34ead5ea64a57ad4658d907ef14b,
P02-20240210-092616,P02,45.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-092616.mp4,https://youtu.be/DExH8Rq-bsk,e86c0eb846f70f2b10c1aeaddf3bbd51,
P02-20240210-100308,P02,215.0,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-100308.mp4,https://youtu.be/8CgNOtu6rPA,2550e53e4487a2209d7d9e069dd47fec,
P02-20240210-100930,P02,9.7,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-100930.mp4,https://youtu.be/aAbljb1FnWY,904769b3a7417f46ca60a8f011e5ad6c,
P02-20240210-113925,P02,815.033333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-113925.mp4,https://youtu.be/DuFatpo2zck,6c5db8fc4c8b625f31313f1377286a23,
P02-20240210-122334,P02,539.166667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-122334.mp4,https://youtu.be/d6cer_Y681U,cd3c1f9a4d4b5ca4b42b52f421dbf91a,
P02-20240210-195833,P02,225.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-195833.mp4,https://youtu.be/TS3XE9sALg8,2125500b251b64bb3f815735b9b6af31,
P02-20240210-220650,P02,47.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240210-220650.mp4,https://youtu.be/EMGDuShuAaw,58b326b308783cfcdf328af9bc8f5aa5,
P02-20240211-100250,P02,349.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-100250.mp4,https://youtu.be/jlYpItmfW3k,d9873785a361d58d752723648c315540,
P02-20240211-104948,P02,321.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-104948.mp4,https://youtu.be/RJK891ZzCIk,3aac69b7ee1a71c8a517d5a006785da7,
P02-20240211-111219,P02,270.866667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-111219.mp4,https://youtu.be/zWO833eWfag,323e3828e3593ecb818d7236dd744f76,
P02-20240211-111822,P02,2268.1,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-111822.mp4,https://youtu.be/UsXtkADcLW4,74d285bb81078116350ee2046c512edc,
P02-20240211-115653,P02,648.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-115653.mp4,https://youtu.be/leeb_8o8mhk,b96fbcd21bd465ff0d389e5c4e115182,
P02-20240211-120927,P02,3116.133333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-120927.mp4,https://youtu.be/bwDkI2vZ1Ow,ccdcad080f0a69b159f540bb6b64cfca,
P02-20240211-141313,P02,1511.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-141313.mp4,https://youtu.be/-nTu0lrK7lg,9775748833373a35e1fffead968828bc,
P02-20240211-175138,P02,1935.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-175138.mp4,https://youtu.be/MfVeyV6KHxM,6be373b5ed8298c3f359536e48179dcf,
P02-20240211-182630,P02,1417.733333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P02/P02-20240211-182630.mp4,https://youtu.be/cP3Ze_zk4jo,b270a5e7ae73c161bb654fd99168ab28,
P03-20240216-084005,P03,1064.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240216-084005.mp4,https://youtu.be/3VDExSVPRAM,98ff8ae07f35781c407a6bdc8f9fcefb,
P03-20240216-090759,P03,497.733333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240216-090759.mp4,https://youtu.be/xwD05cqaNI8,f54f338f51f40b6919f6a376f8531624,
P03-20240216-185832,P03,4485.133333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240216-185832.mp4,https://youtu.be/oF0kZUetsIc,b3b5b35bc03a466668e2055d674b3530,
P03-20240216-205923,P03,1462.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240216-205923.mp4,https://youtu.be/ksIwSq7DgNk,4f52fe4293a37bb1a254592c91d5faae,
P03-20240216-223126,P03,153.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240216-223126.mp4,https://youtu.be/MgEbPOsjl44,3df303a1fe48078465ce3ea37285f440,
P03-20240217-091657,P03,944.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-091657.mp4,https://youtu.be/Wvm4Iti3HFg,dd9c66a309e34c44c4fb90e0e3312611,
P03-20240217-094713,P03,161.466667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-094713.mp4,https://youtu.be/uIFJOM3to-c,8a27b05ac810fc439d90aa043777008c,
P03-20240217-100448,P03,305.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-100448.mp4,https://youtu.be/IGngQdnA7VM,47b86604c4e66c34f484a44fe71770cb,
P03-20240217-130208,P03,129.066667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-130208.mp4,https://youtu.be/OxlVOKg9L10,087ff870440b1253d7ae2615d5e0a57d,
P03-20240217-131219,P03,3279.233333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-131219.mp4,https://youtu.be/MtANW-VHeLc,c5b2eec913c434153b7140533a8b7007,
P03-20240217-150310,P03,910.6,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-150310.mp4,https://youtu.be/NOsHm-8Kfe4,5759a88fb90a9d68f80200b5e55de870,
P03-20240217-152152,P03,152.433333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-152152.mp4,https://youtu.be/9EVtt2kjg-Y,e95b0888e7f1257b6e1700d5402f658b,
P03-20240217-192543,P03,3379.166667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-192543.mp4,https://youtu.be/dPv24tndzU4,a83a14ef7a50eedba6ae41cf95ddbb63,
P03-20240217-210126,P03,185.1,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-210126.mp4,https://youtu.be/_Oc6EP5-580,f32b46d2c7d7060d5a00e5a6c21b01ab,
P03-20240217-210958,P03,1238.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240217-210958.mp4,https://youtu.be/b6D-Jx7FSBI,92b974e984520bbd7f5512469c10f592,
P03-20240218-094452,P03,1024.666667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-094452.mp4,https://youtu.be/raivW3uuNC8,b868f9b99eaad181b1ed540d08067552,
P03-20240218-101509,P03,296.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-101509.mp4,https://youtu.be/MlPOnlO7RaM,b256f146fee3b572857f7292a6e68ec5,
P03-20240218-140054,P03,1126.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-140054.mp4,https://youtu.be/MBRufovHQi8,a8fbce0d52b649c27f8d84ae865e4d20,
P03-20240218-144430,P03,875.733333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-144430.mp4,https://youtu.be/I6tkXpYhVdY,131f0d87ac8f42c46fad9f5882498961,
P03-20240218-190556,P03,3232.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-190556.mp4,https://youtu.be/lGKJgPs-Pjk,62bc09df844c729e988d9ba7bb0f7e49,
P03-20240218-202148,P03,845.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P03/P03-20240218-202148.mp4,https://youtu.be/za_p9bd_Vkg,5fe486f2b1bf2a05fa08243a64fd95b9,
P04-20240413-142619,P04,1448.666667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240413-142619.mp4,https://youtu.be/5BkqfOu30Ec,805f252aebe971540a94fc098f785c08,
P04-20240413-145245,P04,1232.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240413-145245.mp4,https://youtu.be/eeCKS_CzKzc,ce5d1edeeadc58f8cb937e750a78b60b,
P04-20240413-151722,P04,1248.966667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240413-151722.mp4,https://youtu.be/AS5nT9yMtbo,328c57ba782502e29d550ba9dc7554d4,
P04-20240414-064514,P04,257.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-064514.mp4,https://youtu.be/bk35JWOogGg,98e3c32d14a5105687f668253887abfc,
P04-20240414-065311,P04,1609.9,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-065311.mp4,https://youtu.be/JwoPd_13Lko,3d03b63a51f9dc5c661fa81468927ff7,
P04-20240414-072251,P04,1277.4,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-072251.mp4,https://youtu.be/Xvikr2gIsC4,e0b2c4d9cdee740334cb7a82eb1ad749,
P04-20240414-162242,P04,182.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-162242.mp4,https://youtu.be/kZTn1gaSf_0,ec58898eb70d713fbdf58bc39eb5cce0,
P04-20240414-162750,P04,1160.733333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-162750.mp4,https://youtu.be/hFzaq4tOR0Q,3aacc4526879e2a6e5af22dac5dbe932,
P04-20240414-164751,P04,317.866667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-164751.mp4,https://youtu.be/uZF5dt4hptU,dedb5cc755e8b85762c00902cc852c54,
P04-20240414-165333,P04,561.466667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-165333.mp4,https://youtu.be/yJBUr83vtX0,d86290ca2a8ee9c099047991e6397a73,
P04-20240414-170520,P04,882.7,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-170520.mp4,https://youtu.be/S7CG5gIxS5s,f3951f1e860c8bc1ada41b94f8f885c4,
P04-20240414-172534,P04,118.833333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-172534.mp4,https://youtu.be/LWMOGzdnZGQ,2c26103b98aacc0d5cab29aa3d7f22be,
P04-20240414-173337,P04,942.233333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-173337.mp4,https://youtu.be/0mviwgLRV5o,5cc23cfadd1cef04684b5e464683ca18,
P04-20240414-175337,P04,565.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-175337.mp4,https://youtu.be/8PS08A42K9Q,5e4fd1ca2fb9a75732a2f7fe32051f22,
P04-20240414-181030,P04,1248.3,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240414-181030.mp4,https://youtu.be/3MjTHAjHO4E,fba1695d1d012a5dbe8ac71cd6dedf48,
P04-20240415-175615,P04,918.366667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240415-175615.mp4,https://youtu.be/8otKXM5Kj-k,b92019b99ea03ce3908fd5540adaabc4,
P04-20240415-181212,P04,1612.566667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240415-181212.mp4,https://youtu.be/q2FOi2zBRGI,0bed1a296a16b6d806cc92ac0cefedb6,
P04-20240415-184003,P04,1037.666667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P04/P04-20240415-184003.mp4,https://youtu.be/_3uENcOu0Wg,4f2bd7fb5686dcc3a091e3f256bccd50,
P05-20240423-170021,P05,1169.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240423-170021.mp4,https://youtu.be/-bfqvpDPins,2bcbd8907ebd848cf14c141ece99cfb9,
P05-20240423-172243,P05,345.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240423-172243.mp4,https://youtu.be/m7dB1IQPF3s,43edbf3169df77597d6c74ff0c2afdb9,
P05-20240423-175745,P05,101.766667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240423-175745.mp4,https://youtu.be/XkMuNjbOipg,75d02c18bd8f1f544150dc1af3ce1655,
P05-20240423-180529,P05,1171.633333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240423-180529.mp4,https://youtu.be/zGcwmFLaS1E,0c3bb74e90222459e7d23230d7f97184,
P05-20240423-183358,P05,39.3,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240423-183358.mp4,https://youtu.be/-ZVsnskCGbI,df0ee975ed6823afe34c818844985009,
P05-20240424-085204,P05,279.1,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-085204.mp4,https://youtu.be/pcwo46NyzzY,375e9bc2be04a4af7418dc0c6484d310,
P05-20240424-090812,P05,161.8,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-090812.mp4,https://youtu.be/zcsyxpzE-yY,48202151e823d863f5e5c361915736f9,
P05-20240424-130119,P05,296.2,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-130119.mp4,https://youtu.be/nOkttredqtQ,d9bd771667797bf0f06a95d7e7bc088f,
P05-20240424-131231,P05,37.0,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-131231.mp4,https://youtu.be/2XYaMEcHKpE,2816501f24ab025defb6291ae9669e95,
P05-20240424-171038,P05,1313.166667,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-171038.mp4,https://youtu.be/0LTgW-QWuiY,8ab67931a9ea82f5667cce034d8bccc3,
P05-20240424-175101,P05,534.333333,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240424-175101.mp4,https://youtu.be/Au5WmQ9wQis,de214b67e68d373e996674dace9482f6,
P05-20240425-082420,P05,303.5,official HD_EPIC_YouTube_URLs.csv,https://data.bris.ac.uk/datasets/3cqb5b81wk2dc2379fx1mrxh47/Videos/P05/P05-20240425-082420.mp4,https://youtu.be/89k2h5npErg,ad127622d6392224a09c11e612f0736e,
