task_index,episode_index,task,length_frames,duration_seconds
0,167,turning_on_radio,3099,103.3
0,168,turning_on_radio,2071,69.03333333333333
0,169,turning_on_radio,1298,43.266666666666666
0,170,turning_on_radio,2019,67.3
0,171,turning_on_radio,2557,85.23333333333333
0,172,turning_on_radio,1377,45.9
0,173,turning_on_radio,2137,71.23333333333333
0,174,turning_on_radio,1841,61.36666666666667
0,175,turning_on_radio,2580,86.0
0,176,turning_on_radio,1196,39.86666666666667
0,177,turning_on_radio,1702,56.733333333333334
0,178,turning_on_radio,1889,62.96666666666667
0,179,turning_on_radio,2140,71.33333333333333
0,180,turning_on_radio,1232,41.06666666666667
0,181,turning_on_radio,1888,62.93333333333333
0,182,turning_on_radio,1074,35.8
0,183,turning_on_radio,1969,65.63333333333334
0,184,turning_on_radio,1723,57.43333333333333
0,185,turning_on_radio,1204,40.13333333333333
0,186,turning_on_radio,1467,48.9
0,187,turning_on_radio,1542,51.4
0,188,turning_on_radio,1233,41.1
0,189,turning_on_radio,1320,44.0
0,190,turning_on_radio,1862,62.06666666666667
0,191,turning_on_radio,1795,59.833333333333336
0,192,turning_on_radio,1317,43.9
0,193,turning_on_radio,1815,60.5
0,194,turning_on_radio,1365,45.5
0,195,turning_on_radio,1375,45.833333333333336
0,196,turning_on_radio,1630,54.333333333333336
0,197,turning_on_radio,1535,51.166666666666664
0,198,turning_on_radio,1715,57.166666666666664
0,199,turning_on_radio,2328,77.6
1,200,picking_up_trash,7667,255.56666666666666
1,201,picking_up_trash,3132,104.4
1,202,picking_up_trash,5811,193.7
1,203,picking_up_trash,7497,249.9
1,204,picking_up_trash,7214,240.46666666666667
1,205,picking_up_trash,6233,207.76666666666668
1,206,picking_up_trash,6346,211.53333333333333
1,207,picking_up_trash,5540,184.66666666666666
1,208,picking_up_trash,5827,194.23333333333332
1,209,picking_up_trash,6983,232.76666666666668
1,210,picking_up_trash,6310,210.33333333333334
1,211,picking_up_trash,6326,210.86666666666667
1,212,picking_up_trash,8465,282.1666666666667
1,213,picking_up_trash,7986,266.2
1,214,picking_up_trash,5060,168.66666666666666
1,215,picking_up_trash,5981,199.36666666666667
1,216,picking_up_trash,6296,209.86666666666667
1,217,picking_up_trash,5537,184.56666666666666
1,218,picking_up_trash,8107,270.23333333333335
1,219,picking_up_trash,5992,199.73333333333332
1,220,picking_up_trash,4510,150.33333333333334
1,221,picking_up_trash,5799,193.3
1,222,picking_up_trash,6856,228.53333333333333
1,223,picking_up_trash,6634,221.13333333333333
1,224,picking_up_trash,7306,243.53333333333333
1,225,picking_up_trash,5364,178.8
1,226,picking_up_trash,5852,195.06666666666666
1,227,picking_up_trash,6013,200.43333333333334
1,228,picking_up_trash,6092,203.06666666666666
1,229,picking_up_trash,6118,203.93333333333334
1,230,picking_up_trash,6911,230.36666666666667
1,231,picking_up_trash,6075,202.5
1,232,picking_up_trash,5890,196.33333333333334
1,233,picking_up_trash,5875,195.83333333333334
1,234,picking_up_trash,6750,225.0
1,235,picking_up_trash,5179,172.63333333333333
1,236,picking_up_trash,6147,204.9
1,237,picking_up_trash,6686,222.86666666666667
1,238,picking_up_trash,5773,192.43333333333334
1,239,picking_up_trash,6932,231.06666666666666
1,240,picking_up_trash,5650,188.33333333333334
1,241,picking_up_trash,5948,198.26666666666668
1,242,picking_up_trash,5571,185.7
1,243,picking_up_trash,6163,205.43333333333334
1,244,picking_up_trash,6017,200.56666666666666
1,245,picking_up_trash,7565,252.16666666666666
1,246,picking_up_trash,5878,195.93333333333334
1,247,picking_up_trash,6411,213.7
1,248,picking_up_trash,7004,233.46666666666667
1,249,picking_up_trash,12195,406.5
1,250,picking_up_trash,6237,207.9
1,251,picking_up_trash,5883,196.1
1,252,picking_up_trash,5384,179.46666666666667
1,253,picking_up_trash,5817,193.9
1,254,picking_up_trash,5577,185.9
1,255,picking_up_trash,6515,217.16666666666666
1,256,picking_up_trash,5132,171.06666666666666
1,257,picking_up_trash,6738,224.6
1,258,picking_up_trash,6666,222.2
1,259,picking_up_trash,6077,202.56666666666666
1,260,picking_up_trash,6397,213.23333333333332
1,261,picking_up_trash,6015,200.5
1,262,picking_up_trash,5687,189.56666666666666
1,263,picking_up_trash,6872,229.06666666666666
1,264,picking_up_trash,5497,183.23333333333332
1,265,picking_up_trash,6398,213.26666666666668
1,266,picking_up_trash,7441,248.03333333333333
1,267,picking_up_trash,7175,239.16666666666666
1,268,picking_up_trash,6280,209.33333333333334
1,269,picking_up_trash,5675,189.16666666666666
1,270,picking_up_trash,5754,191.8
1,271,picking_up_trash,6687,222.9
1,272,picking_up_trash,6569,218.96666666666667
1,273,picking_up_trash,6063,202.1
1,274,picking_up_trash,4734,157.8
1,275,picking_up_trash,5341,178.03333333333333
1,276,picking_up_trash,5746,191.53333333333333
1,277,picking_up_trash,5991,199.7
1,278,picking_up_trash,5828,194.26666666666668
1,279,picking_up_trash,5184,172.8
1,280,picking_up_trash,5640,188.0
1,281,picking_up_trash,4376,145.86666666666667
1,282,picking_up_trash,5020,167.33333333333334
1,283,picking_up_trash,5960,198.66666666666666
1,284,picking_up_trash,5396,179.86666666666667
1,285,picking_up_trash,5143,171.43333333333334
1,286,picking_up_trash,6157,205.23333333333332
1,287,picking_up_trash,4988,166.26666666666668
1,288,picking_up_trash,6387,212.9
1,289,picking_up_trash,7001,233.36666666666667
1,290,picking_up_trash,4555,151.83333333333334
1,291,picking_up_trash,4272,142.4
1,292,picking_up_trash,5301,176.7
1,293,picking_up_trash,6163,205.43333333333334
1,294,picking_up_trash,6668,222.26666666666668
1,295,picking_up_trash,5664,188.8
1,296,picking_up_trash,2781,92.7
1,297,picking_up_trash,2309,76.96666666666667
1,298,picking_up_trash,2771,92.36666666666666
1,299,picking_up_trash,2297,76.56666666666666
1,300,picking_up_trash,2304,76.8
1,301,picking_up_trash,2320,77.33333333333333
1,302,picking_up_trash,2015,67.16666666666667
1,303,picking_up_trash,2610,87.0
1,304,picking_up_trash,2282,76.06666666666666
1,305,picking_up_trash,2013,67.1
1,306,picking_up_trash,2323,77.43333333333334
1,307,picking_up_trash,2494,83.13333333333334
1,308,picking_up_trash,2027,67.56666666666666
1,309,picking_up_trash,2661,88.7
1,310,picking_up_trash,2402,80.06666666666666
1,311,picking_up_trash,2505,83.5
1,312,picking_up_trash,1719,57.3
1,313,picking_up_trash,4489,149.63333333333333
1,314,picking_up_trash,4859,161.96666666666667
1,315,picking_up_trash,5082,169.4
1,316,picking_up_trash,4339,144.63333333333333
1,317,picking_up_trash,4058,135.26666666666668
1,318,picking_up_trash,5006,166.86666666666667
1,319,picking_up_trash,5405,180.16666666666666
1,320,picking_up_trash,4306,143.53333333333333
1,321,picking_up_trash,5601,186.7
1,322,picking_up_trash,5320,177.33333333333334
1,323,picking_up_trash,6309,210.3
1,324,picking_up_trash,4501,150.03333333333333
1,325,picking_up_trash,4589,152.96666666666667
1,326,picking_up_trash,4567,152.23333333333332
1,327,picking_up_trash,4290,143.0
1,328,picking_up_trash,4606,153.53333333333333
1,329,picking_up_trash,3801,126.7
1,330,picking_up_trash,5723,190.76666666666668
1,331,picking_up_trash,4626,154.2
1,332,picking_up_trash,4712,157.06666666666666
1,333,picking_up_trash,3909,130.3
1,334,picking_up_trash,4250,141.66666666666666
1,335,picking_up_trash,4952,165.06666666666666
1,336,picking_up_trash,3898,129.93333333333334
1,337,picking_up_trash,4200,140.0
1,338,picking_up_trash,4329,144.3
1,339,picking_up_trash,5197,173.23333333333332
1,340,picking_up_trash,4284,142.8
1,341,picking_up_trash,4000,133.33333333333334
1,342,picking_up_trash,4586,152.86666666666667
1,343,picking_up_trash,4380,146.0
1,344,picking_up_trash,4946,164.86666666666667
1,345,picking_up_trash,4406,146.86666666666667
1,346,picking_up_trash,4779,159.3
1,347,picking_up_trash,4155,138.5
1,348,picking_up_trash,6006,200.2
1,349,picking_up_trash,4834,161.13333333333333
1,350,picking_up_trash,6636,221.2
1,351,picking_up_trash,5115,170.5
1,352,picking_up_trash,6177,205.9
1,353,picking_up_trash,4958,165.26666666666668
1,354,picking_up_trash,4624,154.13333333333333
1,355,picking_up_trash,5822,194.06666666666666
1,356,picking_up_trash,5373,179.1
1,357,picking_up_trash,4513,150.43333333333334
1,358,picking_up_trash,6373,212.43333333333334
1,359,picking_up_trash,6336,211.2
1,360,picking_up_trash,4891,163.03333333333333
1,361,picking_up_trash,5090,169.66666666666666
1,362,picking_up_trash,5952,198.4
1,363,picking_up_trash,5877,195.9
1,364,picking_up_trash,4726,157.53333333333333
1,365,picking_up_trash,5749,191.63333333333333
1,366,picking_up_trash,5340,178.0
1,367,picking_up_trash,4736,157.86666666666667
1,368,picking_up_trash,4947,164.9
1,369,picking_up_trash,6428,214.26666666666668
1,370,picking_up_trash,6102,203.4
1,371,picking_up_trash,5329,177.63333333333333
1,372,picking_up_trash,5552,185.06666666666666
1,373,picking_up_trash,5301,176.7
1,374,picking_up_trash,4610,153.66666666666666
1,375,picking_up_trash,5666,188.86666666666667
1,376,picking_up_trash,4462,148.73333333333332
1,377,picking_up_trash,5246,174.86666666666667
1,378,picking_up_trash,5258,175.26666666666668
1,379,picking_up_trash,3580,119.33333333333333
1,380,picking_up_trash,6072,202.4
1,381,picking_up_trash,3893,129.76666666666668
1,382,picking_up_trash,4396,146.53333333333333
1,383,picking_up_trash,4429,147.63333333333333
1,384,picking_up_trash,3666,122.2
1,385,picking_up_trash,5138,171.26666666666668
1,386,picking_up_trash,3364,112.13333333333334
1,387,picking_up_trash,5128,170.93333333333334
1,388,picking_up_trash,5239,174.63333333333333
1,389,picking_up_trash,4902,163.4
1,390,picking_up_trash,4855,161.83333333333334
1,391,picking_up_trash,3778,125.93333333333334
1,392,picking_up_trash,4655,155.16666666666666
1,393,picking_up_trash,5338,177.93333333333334
1,394,picking_up_trash,3983,132.76666666666668
1,395,picking_up_trash,4198,139.93333333333334
1,396,picking_up_trash,4237,141.23333333333332
1,397,picking_up_trash,4671,155.7
1,398,picking_up_trash,3929,130.96666666666667
1,399,picking_up_trash,4252,141.73333333333332
2,400,putting_away_Halloween_decorations,13921,464.03333333333336
2,401,putting_away_Halloween_decorations,13381,446.03333333333336
2,402,putting_away_Halloween_decorations,12071,402.3666666666667
2,403,putting_away_Halloween_decorations,12968,432.26666666666665
2,404,putting_away_Halloween_decorations,18894,629.8
2,405,putting_away_Halloween_decorations,14402,480.06666666666666
2,406,putting_away_Halloween_decorations,15057,501.9
2,407,putting_away_Halloween_decorations,14145,471.5
2,408,putting_away_Halloween_decorations,14049,468.3
2,409,putting_away_Halloween_decorations,17191,573.0333333333333
2,410,putting_away_Halloween_decorations,15338,511.26666666666665
2,411,putting_away_Halloween_decorations,15189,506.3
2,412,putting_away_Halloween_decorations,14929,497.6333333333333
2,413,putting_away_Halloween_decorations,11765,392.1666666666667
2,414,putting_away_Halloween_decorations,17582,586.0666666666667
2,415,putting_away_Halloween_decorations,10495,349.8333333333333
2,416,putting_away_Halloween_decorations,15678,522.6
2,417,putting_away_Halloween_decorations,11687,389.56666666666666
2,418,putting_away_Halloween_decorations,16915,563.8333333333334
2,419,putting_away_Halloween_decorations,12371,412.3666666666667
2,420,putting_away_Halloween_decorations,13369,445.6333333333333
2,421,putting_away_Halloween_decorations,15914,530.4666666666667
2,422,putting_away_Halloween_decorations,12307,410.23333333333335
2,423,putting_away_Halloween_decorations,13327,444.23333333333335
2,424,putting_away_Halloween_decorations,12930,431.0
2,425,putting_away_Halloween_decorations,14120,470.6666666666667
2,426,putting_away_Halloween_decorations,15172,505.73333333333335
2,427,putting_away_Halloween_decorations,12985,432.8333333333333
2,428,putting_away_Halloween_decorations,12505,416.8333333333333
2,429,putting_away_Halloween_decorations,12914,430.46666666666664
2,430,putting_away_Halloween_decorations,12614,420.46666666666664
2,431,putting_away_Halloween_decorations,13890,463.0
2,432,putting_away_Halloween_decorations,11745,391.5
2,433,putting_away_Halloween_decorations,13499,449.96666666666664
2,434,putting_away_Halloween_decorations,13510,450.3333333333333
2,435,putting_away_Halloween_decorations,18721,624.0333333333333
2,436,putting_away_Halloween_decorations,16693,556.4333333333333
2,437,putting_away_Halloween_decorations,17907,596.9
2,438,putting_away_Halloween_decorations,17305,576.8333333333334
2,439,putting_away_Halloween_decorations,13147,438.23333333333335
2,440,putting_away_Halloween_decorations,17841,594.7
2,441,putting_away_Halloween_decorations,16707,556.9
2,442,putting_away_Halloween_decorations,17755,591.8333333333334
2,443,putting_away_Halloween_decorations,14261,475.3666666666667
2,444,putting_away_Halloween_decorations,17150,571.6666666666666
2,445,putting_away_Halloween_decorations,16153,538.4333333333333
2,446,putting_away_Halloween_decorations,15973,532.4333333333333
2,447,putting_away_Halloween_decorations,13863,462.1
2,448,putting_away_Halloween_decorations,14519,483.96666666666664
2,449,putting_away_Halloween_decorations,14282,476.06666666666666
2,450,putting_away_Halloween_decorations,14009,466.96666666666664
2,451,putting_away_Halloween_decorations,11350,378.3333333333333
2,452,putting_away_Halloween_decorations,16341,544.7
2,453,putting_away_Halloween_decorations,15363,512.1
2,454,putting_away_Halloween_decorations,17349,578.3
2,455,putting_away_Halloween_decorations,16054,535.1333333333333
2,456,putting_away_Halloween_decorations,16404,546.8
2,457,putting_away_Halloween_decorations,14809,493.6333333333333
2,458,putting_away_Halloween_decorations,16878,562.6
2,459,putting_away_Halloween_decorations,17016,567.2
2,460,putting_away_Halloween_decorations,18150,605.0
2,461,putting_away_Halloween_decorations,16879,562.6333333333333
2,462,putting_away_Halloween_decorations,17243,574.7666666666667
2,463,putting_away_Halloween_decorations,16224,540.8
2,464,putting_away_Halloween_decorations,15984,532.8
2,465,putting_away_Halloween_decorations,12772,425.73333333333335
2,466,putting_away_Halloween_decorations,11226,374.2
2,467,putting_away_Halloween_decorations,14247,474.9
2,468,putting_away_Halloween_decorations,14623,487.43333333333334
2,469,putting_away_Halloween_decorations,12972,432.4
2,470,putting_away_Halloween_decorations,13612,453.73333333333335
2,471,putting_away_Halloween_decorations,13692,456.4
2,472,putting_away_Halloween_decorations,11926,397.53333333333336
2,473,putting_away_Halloween_decorations,14011,467.03333333333336
2,474,putting_away_Halloween_decorations,14131,471.03333333333336
2,475,putting_away_Halloween_decorations,14557,485.23333333333335
2,476,putting_away_Halloween_decorations,12004,400.1333333333333
2,477,putting_away_Halloween_decorations,13377,445.9
2,478,putting_away_Halloween_decorations,11935,397.8333333333333
2,479,putting_away_Halloween_decorations,9894,329.8
2,480,putting_away_Halloween_decorations,6968,232.26666666666668
2,481,putting_away_Halloween_decorations,13169,438.96666666666664
2,482,putting_away_Halloween_decorations,16779,559.3
2,483,putting_away_Halloween_decorations,14801,493.3666666666667
2,484,putting_away_Halloween_decorations,13780,459.3333333333333
2,485,putting_away_Halloween_decorations,13801,460.03333333333336
2,486,putting_away_Halloween_decorations,9758,325.26666666666665
2,487,putting_away_Halloween_decorations,13027,434.23333333333335
2,488,putting_away_Halloween_decorations,14191,473.03333333333336
2,489,putting_away_Halloween_decorations,11523,384.1
2,490,putting_away_Halloween_decorations,14178,472.6
2,491,putting_away_Halloween_decorations,13521,450.7
2,492,putting_away_Halloween_decorations,11686,389.53333333333336
2,493,putting_away_Halloween_decorations,11374,379.1333333333333
2,494,putting_away_Halloween_decorations,11578,385.93333333333334
2,495,putting_away_Halloween_decorations,13271,442.3666666666667
2,496,putting_away_Halloween_decorations,12089,402.96666666666664
2,497,putting_away_Halloween_decorations,12029,400.96666666666664
2,498,putting_away_Halloween_decorations,14593,486.43333333333334
2,499,putting_away_Halloween_decorations,14230,474.3333333333333
2,500,putting_away_Halloween_decorations,14391,479.7
2,501,putting_away_Halloween_decorations,12781,426.03333333333336
2,502,putting_away_Halloween_decorations,14223,474.1
2,503,putting_away_Halloween_decorations,15465,515.5
2,504,putting_away_Halloween_decorations,8469,282.3
2,505,putting_away_Halloween_decorations,12142,404.73333333333335
2,506,putting_away_Halloween_decorations,14373,479.1
2,507,putting_away_Halloween_decorations,14739,491.3
2,508,putting_away_Halloween_decorations,14523,484.1
2,509,putting_away_Halloween_decorations,9762,325.4
2,510,putting_away_Halloween_decorations,9651,321.7
2,511,putting_away_Halloween_decorations,8821,294.03333333333336
2,512,putting_away_Halloween_decorations,14685,489.5
2,513,putting_away_Halloween_decorations,8375,279.1666666666667
2,514,putting_away_Halloween_decorations,11333,377.76666666666665
2,515,putting_away_Halloween_decorations,13458,448.6
2,516,putting_away_Halloween_decorations,15747,524.9
2,517,putting_away_Halloween_decorations,14966,498.8666666666667
2,518,putting_away_Halloween_decorations,15531,517.7
2,519,putting_away_Halloween_decorations,12136,404.53333333333336
2,520,putting_away_Halloween_decorations,16534,551.1333333333333
2,521,putting_away_Halloween_decorations,14996,499.8666666666667
2,522,putting_away_Halloween_decorations,18070,602.3333333333334
2,523,putting_away_Halloween_decorations,15000,500.0
2,524,putting_away_Halloween_decorations,15829,527.6333333333333
2,525,putting_away_Halloween_decorations,16980,566.0
2,526,putting_away_Halloween_decorations,16103,536.7666666666667
2,527,putting_away_Halloween_decorations,15452,515.0666666666667
2,528,putting_away_Halloween_decorations,13470,449.0
2,529,putting_away_Halloween_decorations,14697,489.9
2,530,putting_away_Halloween_decorations,14483,482.76666666666665
2,531,putting_away_Halloween_decorations,16657,555.2333333333333
2,532,putting_away_Halloween_decorations,14963,498.76666666666665
2,533,putting_away_Halloween_decorations,14537,484.56666666666666
2,534,putting_away_Halloween_decorations,13337,444.56666666666666
2,535,putting_away_Halloween_decorations,15624,520.8
2,536,putting_away_Halloween_decorations,14336,477.8666666666667
2,537,putting_away_Halloween_decorations,14767,492.23333333333335
2,538,putting_away_Halloween_decorations,13515,450.5
2,539,putting_away_Halloween_decorations,14114,470.46666666666664
2,540,putting_away_Halloween_decorations,14481,482.7
2,541,putting_away_Halloween_decorations,14402,480.06666666666666
2,542,putting_away_Halloween_decorations,14288,476.26666666666665
2,543,putting_away_Halloween_decorations,13742,458.06666666666666
2,544,putting_away_Halloween_decorations,148,4.933333333333334
2,545,putting_away_Halloween_decorations,15960,532.0
2,546,putting_away_Halloween_decorations,13103,436.76666666666665
2,547,putting_away_Halloween_decorations,14042,468.06666666666666
2,548,putting_away_Halloween_decorations,13010,433.6666666666667
2,549,putting_away_Halloween_decorations,13586,452.8666666666667
2,550,putting_away_Halloween_decorations,15590,519.6666666666666
2,551,putting_away_Halloween_decorations,11600,386.6666666666667
2,552,putting_away_Halloween_decorations,11822,394.06666666666666
2,553,putting_away_Halloween_decorations,14886,496.2
2,554,putting_away_Halloween_decorations,12387,412.9
2,555,putting_away_Halloween_decorations,13655,455.1666666666667
2,556,putting_away_Halloween_decorations,13365,445.5
2,557,putting_away_Halloween_decorations,14365,478.8333333333333
2,558,putting_away_Halloween_decorations,13842,461.4
2,559,putting_away_Halloween_decorations,13622,454.06666666666666
2,560,putting_away_Halloween_decorations,15835,527.8333333333334
2,561,putting_away_Halloween_decorations,15232,507.73333333333335
2,562,putting_away_Halloween_decorations,14980,499.3333333333333
2,563,putting_away_Halloween_decorations,12714,423.8
2,564,putting_away_Halloween_decorations,13247,441.56666666666666
2,565,putting_away_Halloween_decorations,11825,394.1666666666667
2,566,putting_away_Halloween_decorations,12337,411.23333333333335
2,567,putting_away_Halloween_decorations,10549,351.6333333333333
2,568,putting_away_Halloween_decorations,10336,344.53333333333336
2,569,putting_away_Halloween_decorations,10090,336.3333333333333
2,570,putting_away_Halloween_decorations,13031,434.3666666666667
2,571,putting_away_Halloween_decorations,11412,380.4
2,572,putting_away_Halloween_decorations,10644,354.8
2,573,putting_away_Halloween_decorations,11063,368.76666666666665
2,574,putting_away_Halloween_decorations,11666,388.8666666666667
2,575,putting_away_Halloween_decorations,11183,372.76666666666665
2,576,putting_away_Halloween_decorations,10939,364.6333333333333
2,577,putting_away_Halloween_decorations,13928,464.26666666666665
2,578,putting_away_Halloween_decorations,15476,515.8666666666667
2,579,putting_away_Halloween_decorations,12900,430.0
2,580,putting_away_Halloween_decorations,14142,471.4
2,581,putting_away_Halloween_decorations,14909,496.96666666666664
2,582,putting_away_Halloween_decorations,13623,454.1
2,583,putting_away_Halloween_decorations,13992,466.4
2,584,putting_away_Halloween_decorations,13511,450.3666666666667
2,585,putting_away_Halloween_decorations,14404,480.1333333333333
2,586,putting_away_Halloween_decorations,12502,416.73333333333335
2,587,putting_away_Halloween_decorations,13373,445.76666666666665
2,588,putting_away_Halloween_decorations,13182,439.4
2,589,putting_away_Halloween_decorations,9982,332.73333333333335
2,590,putting_away_Halloween_decorations,8930,297.6666666666667
