path,filename,size_bytes,duration_seconds,duration_basis
/EgoLifeThird/DAY3/Level1/day3_level1_12000000.mp4,day3_level1_12000000.mp4,10945036190,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_13000000.mp4,day3_level1_13000000.mp4,7537818292,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_19000000.mp4,day3_level1_19000000.mp4,10944427554,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_20000000.mp4,day3_level1_20000000.mp4,10944411807,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_21000000.mp4,day3_level1_21000000.mp4,10944597667,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_22000000.mp4,day3_level1_22000000.mp4,10944459689,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level1/day3_level1_23000000.mp4,day3_level1_23000000.mp4,9731808419,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_10000000.mp4,day3_level2_10000000.mp4,1372909219,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_11000000.mp4,day3_level2_11000000.mp4,10944948014,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_12000000.mp4,day3_level2_12000000.mp4,10944463070,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_13000000.mp4,day3_level2_13000000.mp4,7599742740,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_19000000.mp4,day3_level2_19000000.mp4,4195657635,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_20000000.mp4,day3_level2_20000000.mp4,10945177146,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_21000000.mp4,day3_level2_21000000.mp4,10944687155,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_22000000.mp4,day3_level2_22000000.mp4,10944630632,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY3/Level2/day3_level2_23000000.mp4,day3_level2_23000000.mp4,10944376927,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_10000000.mp4,day4_level1_10000000.mp4,6682471414,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_11000000.mp4,day4_level1_11000000.mp4,10944741600,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_12000000.mp4,day4_level1_12000000.mp4,10944504434,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_13000000.mp4,day4_level1_13000000.mp4,1942900548,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_15000000.mp4,day4_level1_15000000.mp4,10944395253,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_16000000.mp4,day4_level1_16000000.mp4,10944473399,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_17000000.mp4,day4_level1_17000000.mp4,10944367306,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_18000000.mp4,day4_level1_18000000.mp4,10944469298,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_19000000.mp4,day4_level1_19000000.mp4,10944412443,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_20000000.mp4,day4_level1_20000000.mp4,10944280918,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_21000000.mp4,day4_level1_21000000.mp4,10944293186,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level1/day4_level1_22000000.mp4,day4_level1_22000000.mp4,5168530693,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_10000000.mp4,day4_level2_10000000.mp4,6319097614,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_11000000.mp4,day4_level2_11000000.mp4,10945114708,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_12000000.mp4,day4_level2_12000000.mp4,10944542910,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_13000000.mp4,day4_level2_13000000.mp4,10729369571,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_14000000.mp4,day4_level2_14000000.mp4,6368509616,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_15000000.mp4,day4_level2_15000000.mp4,10944637537,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_16000000.mp4,day4_level2_16000000.mp4,10944207958,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_17000000.mp4,day4_level2_17000000.mp4,10944729868,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_18000000.mp4,day4_level2_18000000.mp4,10943802464,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_19000000.mp4,day4_level2_19000000.mp4,10944712991,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_20000000.mp4,day4_level2_20000000.mp4,10944230629,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_21000000.mp4,day4_level2_21000000.mp4,10943729460,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY4/Level2/day4_level2_22000000.mp4,day4_level2_22000000.mp4,5551431829,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_10000000.mp4,day5_level1_10000000.mp4,5327584720,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_11000000.mp4,day5_level1_11000000.mp4,10944399054,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_12000000.mp4,day5_level1_12000000.mp4,10944643018,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_13000000.mp4,day5_level1_13000000.mp4,892587305,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_17000000.mp4,day5_level1_17000000.mp4,5317510147,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_18000000.mp4,day5_level1_18000000.mp4,10944191146,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_19000000.mp4,day5_level1_19000000.mp4,10944790508,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_20000000.mp4,day5_level1_20000000.mp4,10944604064,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_21000000.mp4,day5_level1_21000000.mp4,10944155681,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_22000000.mp4,day5_level1_22000000.mp4,9308454254,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level1/day5_level1_23000000.mp4,day5_level1_23000000.mp4,233668673,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_10000000.mp4,day5_level2_10000000.mp4,8686488961,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_11000000.mp4,day5_level2_11000000.mp4,10944774298,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_12000000.mp4,day5_level2_12000000.mp4,10945056463,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_13000000.mp4,day5_level2_13000000.mp4,1981928866,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_17000000.mp4,day5_level2_17000000.mp4,5829050966,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_18000000.mp4,day5_level2_18000000.mp4,10944252520,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_19000000.mp4,day5_level2_19000000.mp4,10944586108,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_20000000.mp4,day5_level2_20000000.mp4,10944273521,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_21000000.mp4,day5_level2_21000000.mp4,10944355100,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY5/Level2/day5_level2_22000000.mp4,day5_level2_22000000.mp4,9382733078,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_10000000.mp4,day6_level1_10000000.mp4,6546600782,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_11000000.mp4,day6_level1_11000000.mp4,10944970667,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_12000000.mp4,day6_level1_12000000.mp4,10944673555,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_13000000.mp4,day6_level1_13000000.mp4,10944091061,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_14000000.mp4,day6_level1_14000000.mp4,10944717513,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_15000000.mp4,day6_level1_15000000.mp4,10944649396,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_16000000.mp4,day6_level1_16000000.mp4,10944557553,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_17000000.mp4,day6_level1_17000000.mp4,10944372029,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_18000000.mp4,day6_level1_18000000.mp4,10944411180,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_19000000.mp4,day6_level1_19000000.mp4,10944692875,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_20000000.mp4,day6_level1_20000000.mp4,10944956248,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_21000000.mp4,day6_level1_21000000.mp4,10944637848,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level1/day6_level1_22000000.mp4,day6_level1_22000000.mp4,1556815923,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_10000000.mp4,day6_level2_10000000.mp4,6063943647,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_11000000.mp4,day6_level2_11000000.mp4,10944406818,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_12000000.mp4,day6_level2_12000000.mp4,10944851826,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_13000000.mp4,day6_level2_13000000.mp4,10944004002,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_14000000.mp4,day6_level2_14000000.mp4,10944345215,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_15000000.mp4,day6_level2_15000000.mp4,10944797798,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_16000000.mp4,day6_level2_16000000.mp4,10944412111,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_17000000.mp4,day6_level2_17000000.mp4,10944829329,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_18000000.mp4,day6_level2_18000000.mp4,10944530355,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_19000000.mp4,day6_level2_19000000.mp4,10944278610,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_20000000.mp4,day6_level2_20000000.mp4,10944692456,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_21000000.mp4,day6_level2_21000000.mp4,10944472035,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY6/Level2/day6_level2_22000000.mp4,day6_level2_22000000.mp4,1752567512,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_13000000.mp4,day7_level1_13000000.mp4,10944389417,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_14000000.mp4,day7_level1_14000000.mp4,10945107668,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_15000000.mp4,day7_level1_15000000.mp4,10944517052,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_16000000.mp4,day7_level1_16000000.mp4,10944586454,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_17000000.mp4,day7_level1_17000000.mp4,1594637724,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_18000000.mp4,day7_level1_18000000.mp4,10944525038,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level1/day7_level1_19000000.mp4,day7_level1_19000000.mp4,2259477859,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level2/day7_level2_13000000.mp4,day7_level2_13000000.mp4,7292777941,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level2/day7_level2_14000000.mp4,day7_level2_14000000.mp4,10944981072,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level2/day7_level2_15000000.mp4,day7_level2_15000000.mp4,10944428576,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level2/day7_level2_16000000.mp4,day7_level2_16000000.mp4,10944431861,,directory_listing_only_no_media_probe
/EgoLifeThird/DAY7/Level2/day7_level2_17000000.mp4,day7_level2_17000000.mp4,1731562915,,directory_listing_only_no_media_probe
