path,day,participant,duration_seconds,container_duration_seconds,fps,width,height,size,bytes_fetched,preview_path,source_url
A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4,DAY1,A1_JAKE,30.0,30.04,20.0,1408,1408,11313396,172276,previews/DAY1/012.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_12060000.mp4,DAY1,A3_TASHA,30.0,30.04,20.0,1408,1408,11005588,192148,previews/DAY1/013.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12060000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_12073000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,15789206,257174,previews/DAY1/014.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_12073000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_12080000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,13775990,210038,previews/DAY1/015.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12080000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_12083000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,12632359,180519,previews/DAY1/016.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_12083000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_12083000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,13257956,150756,previews/DAY1/017.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12083000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_12100000.mp4,DAY1,A1_JAKE,30.0,30.04,20.0,1408,1408,12046130,184114,previews/DAY1/018.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_12100000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_12283000.mp4,DAY1,A3_TASHA,30.0,30.04,20.0,1408,1408,12966104,252120,previews/DAY1/019.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12283000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_12313000.mp4,DAY1,A6_SHURE,30.0,30.0,20.0,1408,1408,13385854,278654,previews/DAY1/020.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12313000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_12323000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,17054667,277451,previews/DAY1/021.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_12323000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_12323000.mp4,DAY1,A5_KATRINA,30.0,30.04,20.0,1408,1408,13178735,202607,previews/DAY1/022.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12323000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_12343000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,13841966,276014,previews/DAY1/023.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_12343000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_12353000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,13209643,167979,previews/DAY1/024.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_12353000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_12513000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,13100488,255432,previews/DAY1/025.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12513000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_12550000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,12145813,152725,previews/DAY1/026.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12550000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_12560000.mp4,DAY1,A5_KATRINA,30.0,30.04,20.0,1408,1408,12069440,207424,previews/DAY1/027.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12560000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_12563000.mp4,DAY1,A4_LUCIA,30.0,30.04,20.0,1408,1408,12254849,196225,previews/DAY1/028.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_12563000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_12583000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,11774279,239943,previews/DAY1/029.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_12583000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_12590000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,15460770,190882,previews/DAY1/030.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_12590000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_13140000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,14181620,156916,previews/DAY1/031.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_13140000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_13183000.mp4,DAY1,A6_SHURE,30.0,30.0,20.0,1408,1408,15855586,192482,previews/DAY1/032.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13183000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_13193000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,13577219,207875,previews/DAY1/033.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_13193000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_13200000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,11772447,172575,previews/DAY1/034.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_13200000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_13220000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,13280058,172858,previews/DAY1/035.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_13220000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_13230000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,15144234,267562,previews/DAY1/036.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13230000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_13363000.mp4,DAY1,A3_TASHA,30.0,30.04,20.0,1408,1408,16097478,172230,previews/DAY1/037.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_13363000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_13420000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,13664417,164001,previews/DAY1/038.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13420000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_13440000.mp4,DAY1,A4_LUCIA,30.0,30.04,20.0,1408,1408,15960738,166562,previews/DAY1/039.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_13440000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_13453000.mp4,DAY1,A2_ALICE,30.05,30.05,20.0,1408,1408,16217449,226665,previews/DAY1/040.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_13453000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_13473000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,15060086,183414,previews/DAY1/041.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13473000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_13593000.mp4,DAY1,A3_TASHA,30.0,30.04,20.0,1408,1408,16013093,153381,previews/DAY1/042.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_13593000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_14053000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,13730647,164695,previews/DAY1/043.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_14053000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_14073000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,19312293,175781,previews/DAY1/044.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_14073000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_14090000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,16704623,189551,previews/DAY1/045.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_14090000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_14120000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,11668345,199545,previews/DAY1/046.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_14120000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_17110000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,19095893,221525,previews/DAY1/047.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_17110000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_17133000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,24232962,246786,previews/DAY1/048.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_17133000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_17213000.mp4,DAY1,A6_SHURE,30.0,30.0,20.0,1408,1408,20432856,247768,previews/DAY1/049.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_17213000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_17240000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,20127860,270452,previews/DAY1/050.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_17240000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_17240000.mp4,DAY1,A4_LUCIA,30.0,30.04,20.0,1408,1408,19236637,231197,previews/DAY1/051.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_17240000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_17283000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,21040792,265880,previews/DAY1/052.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_17283000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_17343000.mp4,DAY1,A5_KATRINA,30.0,30.04,20.0,1408,1408,19066259,257427,previews/DAY1/053.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_17343000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_17360000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,19252830,247390,previews/DAY1/054.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_17360000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_17450000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,18894768,217008,previews/DAY1/055.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_17450000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_17473000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,20107423,250015,previews/DAY1/056.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_17473000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_17480000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,20391198,271646,previews/DAY1/057.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_17480000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_17523000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,20498603,247979,previews/DAY1/058.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_17523000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_17583000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,21010398,235486,previews/DAY1/059.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_17583000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_17590000.mp4,DAY1,A3_TASHA,30.0,30.04,20.0,1408,1408,19853325,192525,previews/DAY1/060.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_17590000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_18083000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,19420681,218633,previews/DAY1/061.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_18083000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_18110000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,20117565,260157,previews/DAY1/062.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_18110000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_18113000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,20729384,216616,previews/DAY1/063.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_18113000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_18170000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,16457014,269622,previews/DAY1/064.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_18170000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_18213000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,18889165,276941,previews/DAY1/065.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_18213000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_18220000.mp4,DAY1,A5_KATRINA,30.0,30.04,20.0,1408,1408,16227673,236889,previews/DAY1/066.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_18220000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_18320000.mp4,DAY1,A6_SHURE,30.0,30.0,20.0,1408,1408,13648575,213695,previews/DAY1/067.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_18320000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_18343000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,14909419,163819,previews/DAY1/068.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_18343000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_18353000.mp4,DAY1,A4_LUCIA,30.0,30.04,20.0,1408,1408,16685203,170131,previews/DAY1/069.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_18353000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_18413000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,21850321,288977,previews/DAY1/070.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_18413000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_19033000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,18183641,161241,previews/DAY1/071.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_19033000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_19050000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,21142449,236465,previews/DAY1/072.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_19050000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_19170000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,19266726,261286,previews/DAY1/073.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_19170000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_19180000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,22956807,215815,previews/DAY1/074.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_19180000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_19243000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,15992113,197937,previews/DAY1/075.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_19243000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_19263000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,14699948,216492,previews/DAY1/076.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_19263000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_19283000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,13496833,258561,previews/DAY1/077.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_19283000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_19400000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,21566323,267123,previews/DAY1/078.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_19400000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_19420000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,9224135,245703,previews/DAY1/079.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_19420000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_19490000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,15559330,223906,previews/DAY1/080.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_19490000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_19490000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,20603315,221619,previews/DAY1/081.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_19490000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_19520000.mp4,DAY1,A5_KATRINA,30.0,30.04,20.0,1408,1408,17931296,171040,previews/DAY1/082.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_19520000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_20033000.mp4,DAY1,A2_ALICE,30.0,30.04,20.0,1408,1408,19044011,235179,previews/DAY1/083.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_20033000.mp4
A4_LUCIA/DAY1/DAY1_A4_LUCIA_20060000.mp4,DAY1,A4_LUCIA,30.0,30.0,20.0,1408,1408,19541674,274090,previews/DAY1/084.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_20060000.mp4
A6_SHURE/DAY1/DAY1_A6_SHURE_20103000.mp4,DAY1,A6_SHURE,30.0,30.04,20.0,1408,1408,9553022,181374,previews/DAY1/085.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_20103000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_20113000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,20672157,224925,previews/DAY1/086.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_20113000.mp4
A1_JAKE/DAY1/DAY1_A1_JAKE_20133000.mp4,DAY1,A1_JAKE,30.0,30.0,20.0,1408,1408,20317703,263687,previews/DAY1/087.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_20133000.mp4
A5_KATRINA/DAY1/DAY1_A5_KATRINA_20160000.mp4,DAY1,A5_KATRINA,30.0,30.0,20.0,1408,1408,14911733,231669,previews/DAY1/088.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_20160000.mp4
A2_ALICE/DAY1/DAY1_A2_ALICE_20270000.mp4,DAY1,A2_ALICE,30.0,30.0,20.0,1408,1408,19461470,259422,previews/DAY1/089.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY1/DAY1_A2_ALICE_20270000.mp4
A3_TASHA/DAY1/DAY1_A3_TASHA_20343000.mp4,DAY1,A3_TASHA,30.0,30.0,20.0,1408,1408,16975870,264190,previews/DAY1/090.jpg,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_20343000.mp4
