path,participant,day,nominal_duration_seconds,duration_basis,url
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11153000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11153000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11160000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11160000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11163000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11163000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11170000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11170000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11173000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11173000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11180000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11180000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11183000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11183000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11190000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11190000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11193000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11193000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11200000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11200000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11203000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11203000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11210000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11210000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11213000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11213000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11220000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11220000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11223000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11223000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11230000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11230000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11233000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11233000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11240000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11240000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11243000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11243000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11250000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11250000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11253000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11253000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11260000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11260000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11263000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11263000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11270000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11270000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11273000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11273000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11280000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11280000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11283000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11283000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11290000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11290000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11293000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11293000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11300000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11300000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11303000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11303000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11310000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11310000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11313000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11313000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11320000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11320000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11323000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11323000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11330000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11330000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11333000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11333000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11340000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11340000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11343000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11343000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11350000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11350000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11353000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11353000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11360000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11360000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11363000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11363000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11370000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11370000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11373000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11373000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11380000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11380000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11383000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11383000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11390000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11390000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11393000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11393000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11400000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11400000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11403000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11403000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11410000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11410000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11413000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11413000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11420000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11420000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11423000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11423000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11430000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11430000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11433000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11433000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11440000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11440000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11443000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11443000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11450000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11450000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11453000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11453000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11463000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11463000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11470000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11470000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11473000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11473000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11480000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11480000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11483000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11483000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11490000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11490000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11493000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11493000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11500000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11500000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11503000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11503000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11510000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11510000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11513000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11513000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11520000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11520000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11523000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11523000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11530000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11530000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11533000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11533000.mp4
EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11540000.mp4,A1_JAKE,DAY1,30,nominal_unprobed,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A1_JAKE/DAY1/DAY1_A1_JAKE_11540000.mp4
