path,participant,day,start_time_code,size_bytes,nominal_duration_seconds,duration_basis,url,duration_seconds,fps,width,height
A1_JAKE/DAY1/DAY1_A1_JAKE_11173000.mp4,A1_JAKE,DAY1,11173000,13305237,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11173000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11180000.mp4,A1_JAKE,DAY1,11180000,11074685,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11180000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11183000.mp4,A1_JAKE,DAY1,11183000,11848929,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11183000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11190000.mp4,A1_JAKE,DAY1,11190000,14163939,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11190000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11193000.mp4,A1_JAKE,DAY1,11193000,12803779,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11193000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11200000.mp4,A1_JAKE,DAY1,11200000,13363141,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11200000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11203000.mp4,A1_JAKE,DAY1,11203000,15441509,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11203000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11210000.mp4,A1_JAKE,DAY1,11210000,15360330,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11210000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11213000.mp4,A1_JAKE,DAY1,11213000,15828321,30,measured_video_stream_metadata_via_HTTP_Range,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11213000.mp4,30.0,20.0,1408,1408
A1_JAKE/DAY1/DAY1_A1_JAKE_11220000.mp4,A1_JAKE,DAY1,11220000,14812760,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11220000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11223000.mp4,A1_JAKE,DAY1,11223000,14249819,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11223000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11230000.mp4,A1_JAKE,DAY1,11230000,13703896,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11230000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11233000.mp4,A1_JAKE,DAY1,11233000,14536035,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11233000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11240000.mp4,A1_JAKE,DAY1,11240000,15399083,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11240000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11243000.mp4,A1_JAKE,DAY1,11243000,16011638,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11243000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11250000.mp4,A1_JAKE,DAY1,11250000,13897115,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11250000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11253000.mp4,A1_JAKE,DAY1,11253000,9868001,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11253000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11260000.mp4,A1_JAKE,DAY1,11260000,11974804,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11260000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11263000.mp4,A1_JAKE,DAY1,11263000,11210691,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11263000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11270000.mp4,A1_JAKE,DAY1,11270000,10801070,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11270000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11273000.mp4,A1_JAKE,DAY1,11273000,12516030,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11273000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11280000.mp4,A1_JAKE,DAY1,11280000,10638728,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11280000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11283000.mp4,A1_JAKE,DAY1,11283000,10079262,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11283000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11290000.mp4,A1_JAKE,DAY1,11290000,9887861,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11290000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11293000.mp4,A1_JAKE,DAY1,11293000,12483961,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11293000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11300000.mp4,A1_JAKE,DAY1,11300000,12263817,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11300000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11303000.mp4,A1_JAKE,DAY1,11303000,10377794,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11303000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11310000.mp4,A1_JAKE,DAY1,11310000,12730298,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11310000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11313000.mp4,A1_JAKE,DAY1,11313000,12068038,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11313000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11320000.mp4,A1_JAKE,DAY1,11320000,12406110,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11320000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11323000.mp4,A1_JAKE,DAY1,11323000,12340220,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11323000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11330000.mp4,A1_JAKE,DAY1,11330000,12117032,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11330000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11333000.mp4,A1_JAKE,DAY1,11333000,11115745,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11333000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11340000.mp4,A1_JAKE,DAY1,11340000,10996660,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11340000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11343000.mp4,A1_JAKE,DAY1,11343000,13777084,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11343000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11350000.mp4,A1_JAKE,DAY1,11350000,14771804,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11350000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11353000.mp4,A1_JAKE,DAY1,11353000,12785574,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11353000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11360000.mp4,A1_JAKE,DAY1,11360000,8111643,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11360000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11363000.mp4,A1_JAKE,DAY1,11363000,14540702,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11363000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11370000.mp4,A1_JAKE,DAY1,11370000,15161420,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11370000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11373000.mp4,A1_JAKE,DAY1,11373000,13680487,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11373000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11380000.mp4,A1_JAKE,DAY1,11380000,12901245,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11380000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11383000.mp4,A1_JAKE,DAY1,11383000,12424148,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11383000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11390000.mp4,A1_JAKE,DAY1,11390000,11519588,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11390000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11393000.mp4,A1_JAKE,DAY1,11393000,10248391,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11393000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11400000.mp4,A1_JAKE,DAY1,11400000,12513975,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11400000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11403000.mp4,A1_JAKE,DAY1,11403000,14899620,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11403000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11410000.mp4,A1_JAKE,DAY1,11410000,10585829,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11410000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11413000.mp4,A1_JAKE,DAY1,11413000,11906056,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11413000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11420000.mp4,A1_JAKE,DAY1,11420000,16228036,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11420000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11423000.mp4,A1_JAKE,DAY1,11423000,14073092,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11423000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11430000.mp4,A1_JAKE,DAY1,11430000,11226145,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11430000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11433000.mp4,A1_JAKE,DAY1,11433000,10917809,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11433000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11440000.mp4,A1_JAKE,DAY1,11440000,13136596,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11440000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11443000.mp4,A1_JAKE,DAY1,11443000,12748541,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11443000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11450000.mp4,A1_JAKE,DAY1,11450000,13176727,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11450000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11453000.mp4,A1_JAKE,DAY1,11453000,13967846,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11453000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4,A1_JAKE,DAY1,11460000,11313396,30,measured_video_stream_metadata_via_HTTP_Range,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11460000.mp4,30.0,20.0,1408,1408
A1_JAKE/DAY1/DAY1_A1_JAKE_11463000.mp4,A1_JAKE,DAY1,11463000,10213614,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11463000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11470000.mp4,A1_JAKE,DAY1,11470000,12326230,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11470000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11473000.mp4,A1_JAKE,DAY1,11473000,10561594,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11473000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11480000.mp4,A1_JAKE,DAY1,11480000,11926529,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11480000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11483000.mp4,A1_JAKE,DAY1,11483000,10488264,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11483000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11490000.mp4,A1_JAKE,DAY1,11490000,12990244,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11490000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11493000.mp4,A1_JAKE,DAY1,11493000,14639707,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11493000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11500000.mp4,A1_JAKE,DAY1,11500000,11331008,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11500000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11503000.mp4,A1_JAKE,DAY1,11503000,11546662,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11503000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11510000.mp4,A1_JAKE,DAY1,11510000,12061345,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11510000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11513000.mp4,A1_JAKE,DAY1,11513000,12763168,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11513000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11520000.mp4,A1_JAKE,DAY1,11520000,11062888,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11520000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11523000.mp4,A1_JAKE,DAY1,11523000,9691556,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11523000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11530000.mp4,A1_JAKE,DAY1,11530000,10991800,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11530000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11533000.mp4,A1_JAKE,DAY1,11533000,12044067,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11533000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11540000.mp4,A1_JAKE,DAY1,11540000,13444547,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11540000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11543000.mp4,A1_JAKE,DAY1,11543000,13566630,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11543000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11550000.mp4,A1_JAKE,DAY1,11550000,12305851,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11550000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11553000.mp4,A1_JAKE,DAY1,11553000,10914391,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11553000.mp4,,,,
A1_JAKE/DAY1/DAY1_A1_JAKE_11560000.mp4,A1_JAKE,DAY1,11560000,13262753,30,nominal_30s_segmentation_not_individually_probed,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_11560000.mp4,,,,
