path,participant,day,duration_seconds,fps,width,height,size_bytes,bytes_fetched,source_url
EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_12120000.mp4,A2_ALICE,DAY5,30.0,20.0,640,240,646610,122322,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_12120000.mp4
EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_18090000.mp4,A2_ALICE,DAY5,30.0,20.0,640,240,670231,80407,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_18090000.mp4
EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_20070000.mp4,A2_ALICE,DAY5,30.0,20.0,640,240,616439,92151,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY5/DAY5_A2_ALICE_20070000.mp4
EyeTracking/A2_ALICE/DAY6/DAY6_A2_ALICE_12200000.mp4,A2_ALICE,DAY6,30.0,20.0,640,240,709509,119685,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY6/DAY6_A2_ALICE_12200000.mp4
EyeTracking/A2_ALICE/DAY6/DAY6_A2_ALICE_19180000.mp4,A2_ALICE,DAY6,30.0,20.0,640,240,823175,102279,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY6/DAY6_A2_ALICE_19180000.mp4
EyeTracking/A2_ALICE/DAY7/DAY7_A2_ALICE_13213000.mp4,A2_ALICE,DAY7,30.0,20.0,640,240,619373,95085,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY7/DAY7_A2_ALICE_13213000.mp4
EyeTracking/A2_ALICE/DAY7/DAY7_A2_ALICE_18133000.mp4,A2_ALICE,DAY7,30.0,20.0,640,240,905624,119192,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A2_ALICE/DAY7/DAY7_A2_ALICE_18133000.mp4
EyeTracking/A3_TASHA/DAY1/DAY1_A3_TASHA_12453000.mp4,A3_TASHA,DAY1,30.0,20.0,640,240,501973,108757,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY1/DAY1_A3_TASHA_12453000.mp4
EyeTracking/A3_TASHA/DAY1/DAY1_A3_TASHA_19093000.mp4,A3_TASHA,DAY1,30.0,20.0,640,240,582560,123808,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY1/DAY1_A3_TASHA_19093000.mp4
EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_11423000.mp4,A3_TASHA,DAY2,30.0,20.0,640,240,501928,108712,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_11423000.mp4
EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_16550000.mp4,A3_TASHA,DAY2,30.0,20.0,640,240,594311,135559,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_16550000.mp4
EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_21213000.mp4,A3_TASHA,DAY2,30.0,20.0,640,240,388811,126667,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY2/DAY2_A3_TASHA_21213000.mp4
EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_12410000.mp4,A3_TASHA,DAY3,9.25,20.0,640,240,157465,91929,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_12410000.mp4
EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_16483000.mp4,A3_TASHA,DAY3,30.0,20.0,640,240,479189,85973,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_16483000.mp4
EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_21010000.mp4,A3_TASHA,DAY3,30.0,20.0,640,240,330584,133976,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY3/DAY3_A3_TASHA_21010000.mp4
EyeTracking/A3_TASHA/DAY4/DAY4_A3_TASHA_12593000.mp4,A3_TASHA,DAY4,30.0,20.0,640,240,560605,101853,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY4/DAY4_A3_TASHA_12593000.mp4
EyeTracking/A3_TASHA/DAY4/DAY4_A3_TASHA_18363000.mp4,A3_TASHA,DAY4,30.0,20.0,640,240,468237,75021,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY4/DAY4_A3_TASHA_18363000.mp4
EyeTracking/A3_TASHA/DAY5/DAY5_A3_TASHA_15130000.mp4,A3_TASHA,DAY5,30.0,20.0,640,240,1025726,108222,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY5/DAY5_A3_TASHA_15130000.mp4
EyeTracking/A3_TASHA/DAY5/DAY5_A3_TASHA_19100000.mp4,A3_TASHA,DAY5,30.0,20.0,640,240,622892,98604,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY5/DAY5_A3_TASHA_19100000.mp4
EyeTracking/A3_TASHA/DAY6/DAY6_A3_TASHA_12040000.mp4,A3_TASHA,DAY6,30.0,20.0,640,240,1017214,99710,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY6/DAY6_A3_TASHA_12040000.mp4
EyeTracking/A3_TASHA/DAY6/DAY6_A3_TASHA_17483000.mp4,A3_TASHA,DAY6,30.0,20.0,640,240,553062,94310,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY6/DAY6_A3_TASHA_17483000.mp4
EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_12360000.mp4,A3_TASHA,DAY7,30.0,20.0,640,240,190381,124845,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_12360000.mp4
EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_14173000.mp4,A3_TASHA,DAY7,30.0,20.0,640,240,463084,135404,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_14173000.mp4
EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_18030000.mp4,A3_TASHA,DAY7,30.0,20.0,640,240,497196,103980,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A3_TASHA/DAY7/DAY7_A3_TASHA_18030000.mp4
EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_12163000.mp4,A4_LUCIA,DAY1,30.0,20.0,640,240,795028,74132,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_12163000.mp4
EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_17240000.mp4,A4_LUCIA,DAY1,30.0,20.0,640,240,769286,113926,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_17240000.mp4
EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_19580000.mp4,A4_LUCIA,DAY1,30.0,20.0,640,240,697922,108098,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY1/DAY1_A4_LUCIA_19580000.mp4
EyeTracking/A4_LUCIA/DAY2/DAY2_A4_LUCIA_13033000.mp4,A4_LUCIA,DAY2,30.0,20.0,640,240,939803,87835,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY2/DAY2_A4_LUCIA_13033000.mp4
EyeTracking/A4_LUCIA/DAY2/DAY2_A4_LUCIA_21173000.mp4,A4_LUCIA,DAY2,30.0,20.0,640,240,809213,88317,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY2/DAY2_A4_LUCIA_21173000.mp4
EyeTracking/A4_LUCIA/DAY3/DAY3_A4_LUCIA_15273000.mp4,A4_LUCIA,DAY3,30.0,20.0,640,240,942540,90572,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY3/DAY3_A4_LUCIA_15273000.mp4
EyeTracking/A4_LUCIA/DAY3/DAY3_A4_LUCIA_21040000.mp4,A4_LUCIA,DAY3,30.0,20.0,640,240,749285,93925,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY3/DAY3_A4_LUCIA_21040000.mp4
EyeTracking/A4_LUCIA/DAY4/DAY4_A4_LUCIA_13313000.mp4,A4_LUCIA,DAY4,30.0,20.0,640,240,719014,129190,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY4/DAY4_A4_LUCIA_13313000.mp4
EyeTracking/A4_LUCIA/DAY4/DAY4_A4_LUCIA_18083000.mp4,A4_LUCIA,DAY4,30.0,20.0,640,240,467299,74083,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY4/DAY4_A4_LUCIA_18083000.mp4
EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_12350000.mp4,A4_LUCIA,DAY5,30.0,20.0,640,240,876826,90394,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_12350000.mp4
EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_18190000.mp4,A4_LUCIA,DAY5,30.0,20.0,640,240,808371,87475,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_18190000.mp4
EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_20180000.mp4,A4_LUCIA,DAY5,30.0,20.0,640,240,924013,137581,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY5/DAY5_A4_LUCIA_20180000.mp4
EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_11573000.mp4,A4_LUCIA,DAY6,29.95,20.0,640,240,613109,88821,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_11573000.mp4
EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_16000000.mp4,A4_LUCIA,DAY6,30.0,20.0,640,240,942340,90372,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_16000000.mp4
EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_20050000.mp4,A4_LUCIA,DAY6,30.0,20.0,640,240,809548,88652,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY6/DAY6_A4_LUCIA_20050000.mp4
EyeTracking/A4_LUCIA/DAY7/DAY7_A4_LUCIA_14003000.mp4,A4_LUCIA,DAY7,30.0,20.0,640,240,991055,73551,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY7/DAY7_A4_LUCIA_14003000.mp4
EyeTracking/A4_LUCIA/DAY7/DAY7_A4_LUCIA_17570000.mp4,A4_LUCIA,DAY7,30.0,20.0,640,240,1068600,85560,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A4_LUCIA/DAY7/DAY7_A4_LUCIA_17570000.mp4
EyeTracking/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12440000.mp4,A5_KATRINA,DAY1,30.0,20.0,640,240,579800,121048,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12440000.mp4
EyeTracking/A5_KATRINA/DAY1/DAY1_A5_KATRINA_19403000.mp4,A5_KATRINA,DAY1,30.0,20.0,640,240,673217,83393,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY1/DAY1_A5_KATRINA_19403000.mp4
EyeTracking/A5_KATRINA/DAY2/DAY2_A5_KATRINA_12070000.mp4,A5_KATRINA,DAY2,30.0,20.0,640,240,565272,106520,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY2/DAY2_A5_KATRINA_12070000.mp4
EyeTracking/A5_KATRINA/DAY2/DAY2_A5_KATRINA_20580000.mp4,A5_KATRINA,DAY2,30.0,20.0,640,240,482925,89709,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY2/DAY2_A5_KATRINA_20580000.mp4
EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_12340000.mp4,A5_KATRINA,DAY3,30.0,20.0,640,240,509253,116037,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_12340000.mp4
EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_17090000.mp4,A5_KATRINA,DAY3,30.0,20.0,640,240,623473,99185,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_17090000.mp4
EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_21203000.mp4,A5_KATRINA,DAY3,30.0,20.0,640,240,531010,137794,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY3/DAY3_A5_KATRINA_21203000.mp4
EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_12050000.mp4,A5_KATRINA,DAY4,30.0,20.0,640,240,465463,137783,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_12050000.mp4
EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_15580000.mp4,A5_KATRINA,DAY4,30.0,20.0,640,240,620562,96274,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_15580000.mp4
EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_21223000.mp4,A5_KATRINA,DAY4,30.0,20.0,640,240,496924,103708,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY4/DAY4_A5_KATRINA_21223000.mp4
EyeTracking/A5_KATRINA/DAY5/DAY5_A5_KATRINA_15060000.mp4,A5_KATRINA,DAY5,30.0,20.0,640,240,724559,134735,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY5/DAY5_A5_KATRINA_15060000.mp4
EyeTracking/A5_KATRINA/DAY5/DAY5_A5_KATRINA_20170000.mp4,A5_KATRINA,DAY5,30.0,20.0,640,240,597470,138718,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY5/DAY5_A5_KATRINA_20170000.mp4
EyeTracking/A5_KATRINA/DAY6/DAY6_A5_KATRINA_13260000.mp4,A5_KATRINA,DAY6,30.0,20.0,640,240,592229,133477,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY6/DAY6_A5_KATRINA_13260000.mp4
EyeTracking/A5_KATRINA/DAY6/DAY6_A5_KATRINA_19483000.mp4,A5_KATRINA,DAY6,30.0,20.0,640,240,537105,78353,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY6/DAY6_A5_KATRINA_19483000.mp4
EyeTracking/A5_KATRINA/DAY7/DAY7_A5_KATRINA_12463000.mp4,A5_KATRINA,DAY7,30.0,20.0,640,240,740035,84675,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY7/DAY7_A5_KATRINA_12463000.mp4
EyeTracking/A5_KATRINA/DAY7/DAY7_A5_KATRINA_17480000.mp4,A5_KATRINA,DAY7,30.0,20.0,640,240,489325,96109,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A5_KATRINA/DAY7/DAY7_A5_KATRINA_17480000.mp4
EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_12120000.mp4,A6_SHURE,DAY1,30.0,20.0,640,240,554128,95376,https://huggingface.co/datasets/Wangtwohappy/EgoLife_EyeTracking_EyeGaze/resolve/main/EyeTracking/A6_SHURE/DAY1/DAY1_A6_SHURE_12120000.mp4
