path,scene,size_bytes,duration_seconds,duration_method,width,height,fps,source_url
videos/robot/bedroom_11.mp4,bedroom,2104303011,2292.7,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/bedroom_11.mp4
videos/robot/bedroom_12.mp4,bedroom,1678428740,1829.9333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/bedroom_12.mp4
videos/robot/gym_01.mp4,gym,365807459,1883.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/gym_01.mp4
videos/robot/gym_02.mp4,gym,380815147,1930.4666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/gym_02.mp4
videos/robot/gym_03.mp4,gym,416322061,2033.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/gym_03.mp4
videos/robot/gym_04.mp4,gym,413825661,2091.366666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/gym_04.mp4
videos/robot/kitchen_01.mp4,kitchen,450910364,2354.633333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_01.mp4
videos/robot/kitchen_02.mp4,kitchen,3362278483,3026.0666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_02.mp4
videos/robot/kitchen_03.mp4,kitchen,2021024064,2213.0666666666666,MP4 container via HTTP Range,1580,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_03.mp4
videos/robot/kitchen_04.mp4,kitchen,2242009962,2440.8333333333335,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_04.mp4
videos/robot/kitchen_05.mp4,kitchen,503164961,2071.0333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_05.mp4
videos/robot/kitchen_06.mp4,kitchen,523051953,2087.0333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_06.mp4
videos/robot/kitchen_07.mp4,kitchen,437006901,1849.1,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_07.mp4
videos/robot/kitchen_08.mp4,kitchen,467963576,2264.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_08.mp4
videos/robot/kitchen_09.mp4,kitchen,680433965,2182.0,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_09.mp4
videos/robot/kitchen_10.mp4,kitchen,2150497230,1933.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_10.mp4
videos/robot/kitchen_11.mp4,kitchen,2551374606,2298.9,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_11.mp4
videos/robot/kitchen_12.mp4,kitchen,472265296,1876.2,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_12.mp4
videos/robot/kitchen_13.mp4,kitchen,2635002497,2871.0,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_13.mp4
videos/robot/kitchen_14.mp4,kitchen,478230855,2439.6666666666665,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_14.mp4
videos/robot/kitchen_15.mp4,kitchen,391253238,1845.0,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_15.mp4
videos/robot/kitchen_16.mp4,kitchen,740203453,2361.4333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_16.mp4
videos/robot/kitchen_17.mp4,kitchen,1772184341,1933.4333333333334,MP4 container via HTTP Range,1580,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_17.mp4
videos/robot/kitchen_18.mp4,kitchen,3172132077,3453.5333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_18.mp4
videos/robot/kitchen_19.mp4,kitchen,443693774,2442.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_19.mp4
videos/robot/kitchen_20.mp4,kitchen,1733271296,1887.4666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_20.mp4
videos/robot/kitchen_21.mp4,kitchen,1941421164,2115.9333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_21.mp4
videos/robot/kitchen_22.mp4,kitchen,1063641459,1171.3333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_22.mp4
videos/robot/kitchen_23.mp4,kitchen,1808125748,1968.7,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/kitchen_23.mp4
videos/robot/living_room_01.mp4,living_room,417083829,2000.5666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_01.mp4
videos/robot/living_room_02.mp4,living_room,1900494077,2080.5666666666666,MP4 container via HTTP Range,1578,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_02.mp4
videos/robot/living_room_03.mp4,living_room,2389445164,2150.633333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_03.mp4
videos/robot/living_room_04.mp4,living_room,653847312,2677.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_04.mp4
videos/robot/living_room_05.mp4,living_room,2103498525,1898.3333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_05.mp4
videos/robot/living_room_06.mp4,living_room,889433484,970.0666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_06.mp4
videos/robot/living_room_07.mp4,living_room,570283803,1977.4666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_07.mp4
videos/robot/living_room_08.mp4,living_room,2314622761,2522.266666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_08.mp4
videos/robot/living_room_09.mp4,living_room,2389145460,2149.1,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_09.mp4
videos/robot/living_room_10.mp4,living_room,502353205,1827.0666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_10.mp4
videos/robot/living_room_11.mp4,living_room,2168361688,1950.6,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_11.mp4
videos/robot/living_room_12.mp4,living_room,656254362,2134.0,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_12.mp4
videos/robot/living_room_13.mp4,living_room,506588240,1984.2,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_13.mp4
videos/robot/living_room_14.mp4,living_room,2023969423,2203.866666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_14.mp4
videos/robot/living_room_15.mp4,living_room,1908301628,2077.4333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_15.mp4
videos/robot/living_room_16.mp4,living_room,398382178,1957.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_16.mp4
videos/robot/living_room_17.mp4,living_room,441338446,2328.633333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_17.mp4
videos/robot/living_room_18.mp4,living_room,2083412828,1874.2333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_18.mp4
videos/robot/living_room_19.mp4,living_room,520809592,2030.7,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_19.mp4
videos/robot/living_room_20.mp4,living_room,367652380,1999.6666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_20.mp4
videos/robot/living_room_21.mp4,living_room,2060261510,2244.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_21.mp4
videos/robot/living_room_22.mp4,living_room,402511304,440.06666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_22.mp4
videos/robot/living_room_23.mp4,living_room,596290657,1926.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_23.mp4
videos/robot/living_room_24.mp4,living_room,1749232283,1904.3666666666666,MP4 container via HTTP Range,1578,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/living_room_24.mp4
videos/robot/meeting_room_01.mp4,meeting_room,316125781,1820.3333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_01.mp4
videos/robot/meeting_room_02.mp4,meeting_room,359498912,1888.2666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_02.mp4
videos/robot/meeting_room_03.mp4,meeting_room,388653825,2002.5333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_03.mp4
videos/robot/meeting_room_04.mp4,meeting_room,1645958938,1793.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_04.mp4
videos/robot/meeting_room_05.mp4,meeting_room,1706971990,1858.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_05.mp4
videos/robot/meeting_room_06.mp4,meeting_room,319657140,1950.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/meeting_room_06.mp4
videos/robot/office_01.mp4,office,1674917321,1824.0666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_01.mp4
videos/robot/office_02.mp4,office,1705079421,1856.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_02.mp4
videos/robot/office_03.mp4,office,370868927,1815.6666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_03.mp4
videos/robot/office_04.mp4,office,329979200,1942.3,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_04.mp4
videos/robot/office_05.mp4,office,298983969,1872.3333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_05.mp4
videos/robot/office_06.mp4,office,2492539959,2712.1,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_06.mp4
videos/robot/office_07.mp4,office,467667219,2502.766666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_07.mp4
videos/robot/office_08.mp4,office,1663368514,1809.6,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/office_08.mp4
videos/robot/study_01.mp4,study,1683874362,1835.8,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_01.mp4
videos/robot/study_02.mp4,study,1659892105,1809.6333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_02.mp4
videos/robot/study_03.mp4,study,2065737392,1862.2,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_03.mp4
videos/robot/study_04.mp4,study,503605912,550.4333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_04.mp4
videos/robot/study_05.mp4,study,1879280120,2044.8333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_05.mp4
videos/robot/study_06.mp4,study,455304902,2035.4666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_06.mp4
videos/robot/study_07.mp4,study,363472478,2122.866666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_07.mp4
videos/robot/study_08.mp4,study,2211253793,1991.9,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_08.mp4
videos/robot/study_09.mp4,study,616712066,2345.1,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_09.mp4
videos/robot/study_10.mp4,study,504080775,2093.8333333333335,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_10.mp4
videos/robot/study_11.mp4,study,1831958412,1996.7666666666667,MP4 container via HTTP Range,1578,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_11.mp4
videos/robot/study_12.mp4,study,1725333480,1878.8666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_12.mp4
videos/robot/study_13.mp4,study,1707523698,1857.8,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_13.mp4
videos/robot/study_14.mp4,study,1772381774,1931.4,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_14.mp4
videos/robot/study_15.mp4,study,393732406,2042.5666666666666,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_15.mp4
videos/robot/study_16.mp4,study,2322497401,2527.0333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_16.mp4
videos/robot/study_17.mp4,study,334479297,1875.1333333333334,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_17.mp4
videos/robot/study_18.mp4,study,553826430,2498.5,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_18.mp4
videos/robot/study_19.mp4,study,396996444,1943.8333333333333,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_19.mp4
videos/robot/study_20.mp4,study,387500791,2067.266666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_20.mp4
videos/robot/study_21.mp4,study,653918918,2849.0,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_21.mp4
videos/robot/study_22.mp4,study,447606080,2176.9666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_22.mp4
videos/robot/study_23.mp4,study,462579075,2041.9666666666667,MP4 container via HTTP Range,1280,720,30.0,https://huggingface.co/datasets/ByteDance-Seed/M3-Bench/resolve/2672152eee36b25ccb38fdbc3b72135347adbb63/videos/robot/study_23.mp4
