video_id,source_url,qa_count,duration_seconds,duration_status
Efk3K4epEzg,https://www.youtube.com/watch?v=Efk3K4epEzg,4,,not individually probed; paper mean1630.7s
XopNzWS5-A0,https://www.youtube.com/watch?v=XopNzWS5-A0,2,,not individually probed; paper mean1630.7s
y2n1fWrqhFk,https://www.youtube.com/watch?v=y2n1fWrqhFk,4,,not individually probed; paper mean1630.7s
YuIc4mq7zMU,https://www.youtube.com/watch?v=YuIc4mq7zMU,7,,not individually probed; paper mean1630.7s
IVOj6nAozY4,https://www.youtube.com/watch?v=IVOj6nAozY4,3,,not individually probed; paper mean1630.7s
30TFrquvs9g,https://www.youtube.com/watch?v=30TFrquvs9g,5,,not individually probed; paper mean1630.7s
JJysDT3-Gzg,https://www.youtube.com/watch?v=JJysDT3-Gzg,4,,not individually probed; paper mean1630.7s
QQ5vYe9BBuo,https://www.youtube.com/watch?v=QQ5vYe9BBuo,3,,not individually probed; paper mean1630.7s
Illiperf_i8,https://www.youtube.com/watch?v=Illiperf_i8,2,,not individually probed; paper mean1630.7s
E8OWAZ1t1l8,https://www.youtube.com/watch?v=E8OWAZ1t1l8,4,,not individually probed; paper mean1630.7s
wZvvvfWsw9w,https://www.youtube.com/watch?v=wZvvvfWsw9w,3,,not individually probed; paper mean1630.7s
FG88ovQ1ZGA,https://www.youtube.com/watch?v=FG88ovQ1ZGA,3,,not individually probed; paper mean1630.7s
dtp6b76pMak,https://www.youtube.com/watch?v=dtp6b76pMak,6,,not individually probed; paper mean1630.7s
9ZXzsjeRtdk,https://www.youtube.com/watch?v=9ZXzsjeRtdk,3,,not individually probed; paper mean1630.7s
6KcV1C1Ui5s,https://www.youtube.com/watch?v=6KcV1C1Ui5s,3,,not individually probed; paper mean1630.7s
VHXiaiN3ntI,https://www.youtube.com/watch?v=VHXiaiN3ntI,5,,not individually probed; paper mean1630.7s
mwu3adhKlDI,https://www.youtube.com/watch?v=mwu3adhKlDI,2,,not individually probed; paper mean1630.7s
8lI1Z0_UwCE,https://www.youtube.com/watch?v=8lI1Z0_UwCE,3,,not individually probed; paper mean1630.7s
rw93uuzG0tg,https://www.youtube.com/watch?v=rw93uuzG0tg,4,,not individually probed; paper mean1630.7s
6SpNMNQAVnI,https://www.youtube.com/watch?v=6SpNMNQAVnI,3,,not individually probed; paper mean1630.7s
0QG0DtfzM2M,https://www.youtube.com/watch?v=0QG0DtfzM2M,2,,not individually probed; paper mean1630.7s
BdP6MUzCmMw,https://www.youtube.com/watch?v=BdP6MUzCmMw,2,,not individually probed; paper mean1630.7s
C4U8AZhWNQg,https://www.youtube.com/watch?v=C4U8AZhWNQg,2,,not individually probed; paper mean1630.7s
WfzOuh7ZiJ0,https://www.youtube.com/watch?v=WfzOuh7ZiJ0,5,,not individually probed; paper mean1630.7s
AcNGapLAT5A,https://www.youtube.com/watch?v=AcNGapLAT5A,3,,not individually probed; paper mean1630.7s
nXK6LQtLwUY,https://www.youtube.com/watch?v=nXK6LQtLwUY,2,,not individually probed; paper mean1630.7s
m7WYT2bgTlo,https://www.youtube.com/watch?v=m7WYT2bgTlo,6,,not individually probed; paper mean1630.7s
aBG_R7JKWAs,https://www.youtube.com/watch?v=aBG_R7JKWAs,1,,not individually probed; paper mean1630.7s
XjBTpmslLc8,https://www.youtube.com/watch?v=XjBTpmslLc8,4,,not individually probed; paper mean1630.7s
JWj4Hj6owqk,https://www.youtube.com/watch?v=JWj4Hj6owqk,3,,not individually probed; paper mean1630.7s
2ZTznHGzqVQ,https://www.youtube.com/watch?v=2ZTznHGzqVQ,2,,not individually probed; paper mean1630.7s
st-xSFONWo4,https://www.youtube.com/watch?v=st-xSFONWo4,4,,not individually probed; paper mean1630.7s
Z8iStZbiLmI,https://www.youtube.com/watch?v=Z8iStZbiLmI,3,,not individually probed; paper mean1630.7s
byJxQh170ms,https://www.youtube.com/watch?v=byJxQh170ms,2,,not individually probed; paper mean1630.7s
kHOfVbwSb5Y,https://www.youtube.com/watch?v=kHOfVbwSb5Y,4,,not individually probed; paper mean1630.7s
kjWF-l1lBfw,https://www.youtube.com/watch?v=kjWF-l1lBfw,2,,not individually probed; paper mean1630.7s
Bltvt5OQKY4,https://www.youtube.com/watch?v=Bltvt5OQKY4,3,,not individually probed; paper mean1630.7s
iwOJGBVYFjc,https://www.youtube.com/watch?v=iwOJGBVYFjc,3,,not individually probed; paper mean1630.7s
W1aPo3Q3TA0,https://www.youtube.com/watch?v=W1aPo3Q3TA0,2,,not individually probed; paper mean1630.7s
3JE-pIyGGU4,https://www.youtube.com/watch?v=3JE-pIyGGU4,4,,not individually probed; paper mean1630.7s
R40ejIie6XQ,https://www.youtube.com/watch?v=R40ejIie6XQ,2,,not individually probed; paper mean1630.7s
80xOsY0lfKU,https://www.youtube.com/watch?v=80xOsY0lfKU,5,,not individually probed; paper mean1630.7s
COCqoqVAjgw,https://www.youtube.com/watch?v=COCqoqVAjgw,2,,not individually probed; paper mean1630.7s
f4OkSTbQlwU,https://www.youtube.com/watch?v=f4OkSTbQlwU,2,,not individually probed; paper mean1630.7s
YYCeOZvIAVw,https://www.youtube.com/watch?v=YYCeOZvIAVw,8,,not individually probed; paper mean1630.7s
80JgqQJRTeM,https://www.youtube.com/watch?v=80JgqQJRTeM,1,,not individually probed; paper mean1630.7s
1rCBET74MoA,https://www.youtube.com/watch?v=1rCBET74MoA,1,,not individually probed; paper mean1630.7s
2bkwLTMVLww,https://www.youtube.com/watch?v=2bkwLTMVLww,1,,not individually probed; paper mean1630.7s
zx1aLl67tuk,https://www.youtube.com/watch?v=zx1aLl67tuk,8,,not individually probed; paper mean1630.7s
oWLSLpcF0iY,https://www.youtube.com/watch?v=oWLSLpcF0iY,2,,not individually probed; paper mean1630.7s
izRCOGBa7Qs,https://www.youtube.com/watch?v=izRCOGBa7Qs,2,,not individually probed; paper mean1630.7s
O-P_EO8VQOw,https://www.youtube.com/watch?v=O-P_EO8VQOw,1,,not individually probed; paper mean1630.7s
DgklIQfVJRg,https://www.youtube.com/watch?v=DgklIQfVJRg,2,,not individually probed; paper mean1630.7s
lw39eMIlpUI,https://www.youtube.com/watch?v=lw39eMIlpUI,4,,not individually probed; paper mean1630.7s
YfaWeDCrlww,https://www.youtube.com/watch?v=YfaWeDCrlww,4,,not individually probed; paper mean1630.7s
mWSVB7FMmoE,https://www.youtube.com/watch?v=mWSVB7FMmoE,1,,not individually probed; paper mean1630.7s
erLbbextvlY,https://www.youtube.com/watch?v=erLbbextvlY,5,,not individually probed; paper mean1630.7s
25N0R1KnXVs,https://www.youtube.com/watch?v=25N0R1KnXVs,3,,not individually probed; paper mean1630.7s
XX3rRntdyYc,https://www.youtube.com/watch?v=XX3rRntdyYc,3,,not individually probed; paper mean1630.7s
iVAc9t_fD2I,https://www.youtube.com/watch?v=iVAc9t_fD2I,5,,not individually probed; paper mean1630.7s
SUgpjjAhUYo,https://www.youtube.com/watch?v=SUgpjjAhUYo,2,,not individually probed; paper mean1630.7s
lNuSJXiXsDc,https://www.youtube.com/watch?v=lNuSJXiXsDc,4,,not individually probed; paper mean1630.7s
HLbV9s5MrgM,https://www.youtube.com/watch?v=HLbV9s5MrgM,3,,not individually probed; paper mean1630.7s
VpihnIu4Pvs,https://www.youtube.com/watch?v=VpihnIu4Pvs,4,,not individually probed; paper mean1630.7s
4J0-Kj1lWpU,https://www.youtube.com/watch?v=4J0-Kj1lWpU,3,,not individually probed; paper mean1630.7s
upLZXWc1kdI,https://www.youtube.com/watch?v=upLZXWc1kdI,4,,not individually probed; paper mean1630.7s
z3KRXSekpXU,https://www.youtube.com/watch?v=z3KRXSekpXU,2,,not individually probed; paper mean1630.7s
y5fh6-RvYDs,https://www.youtube.com/watch?v=y5fh6-RvYDs,4,,not individually probed; paper mean1630.7s
6tnGXs8xmys,https://www.youtube.com/watch?v=6tnGXs8xmys,3,,not individually probed; paper mean1630.7s
RG-2UYa_-84,https://www.youtube.com/watch?v=RG-2UYa_-84,3,,not individually probed; paper mean1630.7s
NeFKijuVo2w,https://www.youtube.com/watch?v=NeFKijuVo2w,3,,not individually probed; paper mean1630.7s
ayf_DKgi-Ys,https://www.youtube.com/watch?v=ayf_DKgi-Ys,3,,not individually probed; paper mean1630.7s
vk6uZ_tsfqw,https://www.youtube.com/watch?v=vk6uZ_tsfqw,4,,not individually probed; paper mean1630.7s
mWz4xVOVDNI,https://www.youtube.com/watch?v=mWz4xVOVDNI,2,,not individually probed; paper mean1630.7s
dSZ2NBGcFlQ,https://www.youtube.com/watch?v=dSZ2NBGcFlQ,4,,not individually probed; paper mean1630.7s
8hVQ3dqhoPU,https://www.youtube.com/watch?v=8hVQ3dqhoPU,4,,not individually probed; paper mean1630.7s
f00y-4gKj-c,https://www.youtube.com/watch?v=f00y-4gKj-c,4,,not individually probed; paper mean1630.7s
md75n8cyenA,https://www.youtube.com/watch?v=md75n8cyenA,4,,not individually probed; paper mean1630.7s
T9xsTO6ujqM,https://www.youtube.com/watch?v=T9xsTO6ujqM,4,,not individually probed; paper mean1630.7s
UVfSs2BEszg,https://www.youtube.com/watch?v=UVfSs2BEszg,3,,not individually probed; paper mean1630.7s
eTCtcHGv7io,https://www.youtube.com/watch?v=eTCtcHGv7io,5,,not individually probed; paper mean1630.7s
YX29Hk08lAY,https://www.youtube.com/watch?v=YX29Hk08lAY,2,,not individually probed; paper mean1630.7s
mzj1o1BVTxI,https://www.youtube.com/watch?v=mzj1o1BVTxI,2,,not individually probed; paper mean1630.7s
yvD3gczib-E,https://www.youtube.com/watch?v=yvD3gczib-E,7,,not individually probed; paper mean1630.7s
2bhiiFwUdU8,https://www.youtube.com/watch?v=2bhiiFwUdU8,5,,not individually probed; paper mean1630.7s
AtyjyF89eFs,https://www.youtube.com/watch?v=AtyjyF89eFs,3,,not individually probed; paper mean1630.7s
U908K7lMXpk,https://www.youtube.com/watch?v=U908K7lMXpk,2,,not individually probed; paper mean1630.7s
K4MhCvraJeE,https://www.youtube.com/watch?v=K4MhCvraJeE,4,,not individually probed; paper mean1630.7s
iNPX0IGHR4c,https://www.youtube.com/watch?v=iNPX0IGHR4c,2,,not individually probed; paper mean1630.7s
ny2jWBwKYXo,https://www.youtube.com/watch?v=ny2jWBwKYXo,4,,not individually probed; paper mean1630.7s
fjQ_zNoclO4,https://www.youtube.com/watch?v=fjQ_zNoclO4,4,,not individually probed; paper mean1630.7s
fNHBNL52YAc,https://www.youtube.com/watch?v=fNHBNL52YAc,3,,not individually probed; paper mean1630.7s
WnCMvZ-Rv0k,https://www.youtube.com/watch?v=WnCMvZ-Rv0k,3,,not individually probed; paper mean1630.7s
xf2DPY3vGto,https://www.youtube.com/watch?v=xf2DPY3vGto,3,,not individually probed; paper mean1630.7s
zyUqg2FBO-I,https://www.youtube.com/watch?v=zyUqg2FBO-I,2,,not individually probed; paper mean1630.7s
IA9LlfQ9X-Q,https://www.youtube.com/watch?v=IA9LlfQ9X-Q,9,,not individually probed; paper mean1630.7s
FJOtPRD_7hM,https://www.youtube.com/watch?v=FJOtPRD_7hM,3,,not individually probed; paper mean1630.7s
DMkeDn_ATrI,https://www.youtube.com/watch?v=DMkeDn_ATrI,5,,not individually probed; paper mean1630.7s
19XeVT8O810,https://www.youtube.com/watch?v=19XeVT8O810,3,,not individually probed; paper mean1630.7s
GTDjHG9FFCI,https://www.youtube.com/watch?v=GTDjHG9FFCI,5,,not individually probed; paper mean1630.7s
tgp8RCbhinA,https://www.youtube.com/watch?v=tgp8RCbhinA,3,,not individually probed; paper mean1630.7s
XtRd7qitotM,https://www.youtube.com/watch?v=XtRd7qitotM,5,,not individually probed; paper mean1630.7s
E5UTXbugdZc,https://www.youtube.com/watch?v=E5UTXbugdZc,3,,not individually probed; paper mean1630.7s
APinK3ijfiQ,https://www.youtube.com/watch?v=APinK3ijfiQ,2,,not individually probed; paper mean1630.7s
VDixvAoDVeY,https://www.youtube.com/watch?v=VDixvAoDVeY,2,,not individually probed; paper mean1630.7s
YhNfeejuByI,https://www.youtube.com/watch?v=YhNfeejuByI,3,,not individually probed; paper mean1630.7s
5gynj76XsUQ,https://www.youtube.com/watch?v=5gynj76XsUQ,3,,not individually probed; paper mean1630.7s
sxbGmqfmfBE,https://www.youtube.com/watch?v=sxbGmqfmfBE,1,,not individually probed; paper mean1630.7s
sbT04og2veo,https://www.youtube.com/watch?v=sbT04og2veo,2,,not individually probed; paper mean1630.7s
EwSaZfwBrz8,https://www.youtube.com/watch?v=EwSaZfwBrz8,4,,not individually probed; paper mean1630.7s
1EXwk_quVv4,https://www.youtube.com/watch?v=1EXwk_quVv4,4,,not individually probed; paper mean1630.7s
zcyd8OXccCg,https://www.youtube.com/watch?v=zcyd8OXccCg,2,,not individually probed; paper mean1630.7s
J1q1VsXw2tU,https://www.youtube.com/watch?v=J1q1VsXw2tU,3,,not individually probed; paper mean1630.7s
gnhub9-KLsE,https://www.youtube.com/watch?v=gnhub9-KLsE,1,,not individually probed; paper mean1630.7s
kCbrz1q-6gY,https://www.youtube.com/watch?v=kCbrz1q-6gY,4,,not individually probed; paper mean1630.7s
f1b13DjXU18,https://www.youtube.com/watch?v=f1b13DjXU18,3,,not individually probed; paper mean1630.7s
hjvvkCB87Co,https://www.youtube.com/watch?v=hjvvkCB87Co,7,,not individually probed; paper mean1630.7s
LWZmxgrsLXQ,https://www.youtube.com/watch?v=LWZmxgrsLXQ,1,,not individually probed; paper mean1630.7s
p-CTdP8WNRU,https://www.youtube.com/watch?v=p-CTdP8WNRU,4,,not individually probed; paper mean1630.7s
0qiDRTsntiU,https://www.youtube.com/watch?v=0qiDRTsntiU,4,,not individually probed; paper mean1630.7s
UbodyyJEC80,https://www.youtube.com/watch?v=UbodyyJEC80,3,,not individually probed; paper mean1630.7s
zZF05AkxMts,https://www.youtube.com/watch?v=zZF05AkxMts,10,,not individually probed; paper mean1630.7s
lAZWpu-am80,https://www.youtube.com/watch?v=lAZWpu-am80,8,,not individually probed; paper mean1630.7s
Y1oXs-xwI0k,https://www.youtube.com/watch?v=Y1oXs-xwI0k,3,,not individually probed; paper mean1630.7s
g_Wh_3Oig1o,https://www.youtube.com/watch?v=g_Wh_3Oig1o,3,,not individually probed; paper mean1630.7s
8ijA2dv5Bss,https://www.youtube.com/watch?v=8ijA2dv5Bss,2,,not individually probed; paper mean1630.7s
TibI69Hstso,https://www.youtube.com/watch?v=TibI69Hstso,4,,not individually probed; paper mean1630.7s
hto8WpBaHRs,https://www.youtube.com/watch?v=hto8WpBaHRs,2,,not individually probed; paper mean1630.7s
N7M4zfWRGS0,https://www.youtube.com/watch?v=N7M4zfWRGS0,3,,not individually probed; paper mean1630.7s
nNyi1ON1GDc,https://www.youtube.com/watch?v=nNyi1ON1GDc,3,,not individually probed; paper mean1630.7s
jeJKnofNBNs,https://www.youtube.com/watch?v=jeJKnofNBNs,3,,not individually probed; paper mean1630.7s
hyy4gTVHJcE,https://www.youtube.com/watch?v=hyy4gTVHJcE,3,,not individually probed; paper mean1630.7s
Cv2lAy8-y78,https://www.youtube.com/watch?v=Cv2lAy8-y78,4,,not individually probed; paper mean1630.7s
XlQk037XZMo,https://www.youtube.com/watch?v=XlQk037XZMo,3,,not individually probed; paper mean1630.7s
scKmqlG86II,https://www.youtube.com/watch?v=scKmqlG86II,4,,not individually probed; paper mean1630.7s
Mf7pOLf8QOU,https://www.youtube.com/watch?v=Mf7pOLf8QOU,4,,not individually probed; paper mean1630.7s
iVP91kt3sP8,https://www.youtube.com/watch?v=iVP91kt3sP8,4,,not individually probed; paper mean1630.7s
CIImokffzvw,https://www.youtube.com/watch?v=CIImokffzvw,3,,not individually probed; paper mean1630.7s
7iNkXRPnf9Q,https://www.youtube.com/watch?v=7iNkXRPnf9Q,3,,not individually probed; paper mean1630.7s
kSYEWXwzyzM,https://www.youtube.com/watch?v=kSYEWXwzyzM,4,,not individually probed; paper mean1630.7s
wIRRAkm0hSY,https://www.youtube.com/watch?v=wIRRAkm0hSY,4,,not individually probed; paper mean1630.7s
qBGusjUB1Sk,https://www.youtube.com/watch?v=qBGusjUB1Sk,3,,not individually probed; paper mean1630.7s
uLt_T1AYEew,https://www.youtube.com/watch?v=uLt_T1AYEew,3,,not individually probed; paper mean1630.7s
QXudsR4DuXk,https://www.youtube.com/watch?v=QXudsR4DuXk,4,,not individually probed; paper mean1630.7s
LuRtWt5xMiA,https://www.youtube.com/watch?v=LuRtWt5xMiA,2,,not individually probed; paper mean1630.7s
Wgk3nugpnHI,https://www.youtube.com/watch?v=Wgk3nugpnHI,1,,not individually probed; paper mean1630.7s
UGuC6wunr-I,https://www.youtube.com/watch?v=UGuC6wunr-I,2,,not individually probed; paper mean1630.7s
HQy2jngWG-E,https://www.youtube.com/watch?v=HQy2jngWG-E,1,,not individually probed; paper mean1630.7s
Eeb4aZObp-0,https://www.youtube.com/watch?v=Eeb4aZObp-0,2,,not individually probed; paper mean1630.7s
ekoqy4pn8xw,https://www.youtube.com/watch?v=ekoqy4pn8xw,3,,not individually probed; paper mean1630.7s
OnrEPkFAeVs,https://www.youtube.com/watch?v=OnrEPkFAeVs,8,,not individually probed; paper mean1630.7s
9mS9DC9jPQE,https://www.youtube.com/watch?v=9mS9DC9jPQE,3,,not individually probed; paper mean1630.7s
CX4n8wj72Is,https://www.youtube.com/watch?v=CX4n8wj72Is,2,,not individually probed; paper mean1630.7s
BDX9VzQ5l-I,https://www.youtube.com/watch?v=BDX9VzQ5l-I,3,,not individually probed; paper mean1630.7s
PRqJGP1iFR8,https://www.youtube.com/watch?v=PRqJGP1iFR8,2,,not individually probed; paper mean1630.7s
mN-MPuhFivc,https://www.youtube.com/watch?v=mN-MPuhFivc,3,,not individually probed; paper mean1630.7s
0-KG8wfAlcY,https://www.youtube.com/watch?v=0-KG8wfAlcY,2,,not individually probed; paper mean1630.7s
YBPLrr9Hph0,https://www.youtube.com/watch?v=YBPLrr9Hph0,4,,not individually probed; paper mean1630.7s
9Tc33xCppQo,https://www.youtube.com/watch?v=9Tc33xCppQo,5,,not individually probed; paper mean1630.7s
4EfonPSf3b4,https://www.youtube.com/watch?v=4EfonPSf3b4,4,,not individually probed; paper mean1630.7s
ZJ_o20FCecw,https://www.youtube.com/watch?v=ZJ_o20FCecw,5,,not individually probed; paper mean1630.7s
